concept_code	concept_name	relationship_id	snomed_code	precedence
"9728/3"	"Precursor B-cell lymphoblastic lymphoma"	"Maps to"	"128807009"	
"9701/3"	"Sezary syndrome"	"Maps to"	"4950009"	
"8802/1"	"Pleomorphic hyalinizing angiectatic tumor"	"Maps to"	"703606000"	
"9137/0"	"Myointimoma"	"Is a"	"253047003"	
"9138/1"	"Pseudomyogenic (epithelioid sarcoma-like) hemangioendothelioma"	"Maps to"	"703658006"	
"8070/6"	"Squamous cell carcinoma, metastatic, NOS"	"Maps to"	"64204000"	
"9826/3"	"Burkitt cell leukemia"	"Maps to"	"22197008"	
"8005/0"	"Clear cell tumor, NOS"	"Maps to"	"128626003"	
"8100/0"	"Trichoepithelioma"	"Maps to"	"59186007"	
"9150/1"	"Hemangiopericytoma, NOS"	"Maps to"	"36060005"	
"9370/0"	"Benign notochordal cell tumor"	"Maps to"	"703708006"	
"9370/3"	"Chordoma, NOS"	"Maps to"	"50007008"	
"9160/3"	"Angiofibrosarcoma (C49._)"	"Is a"	"400163001"	
"8002/3"	"Malignant tumor, small cell type"	"Maps to"	"82267002"	
"8881/0"	"Lipoblastomatosis"	"Maps to"	"63629005"	
"9764/3"	"Immunoproliferative small intestinal disease"	"Maps to"	"27461004"	
"9161/3"	"Hemangioblastoma, malignant "	"Is a"	"81201000"	
"8021/3"	"Carcinoma, anaplastic, NOS"	"Maps to"	"58248003"	
"8810/3"	"Fibrosarcoma, NOS"	"Maps to"	"53654007"	
"8240/3"	"Carcinoid tumor, NOS"	"Maps to"	"127572005"	
"8262/3"	"Villous adenocarcinoma"	"Maps to"	"28558000"	
"9507/0"	"Pacinian tumor"	"Maps to"	"4230004"	
"9867/3"	"Acute myelomonocytic leukemia"	"Maps to"	"30962008"	
"9560/0"	"Neurilemoma, NOS"	"Maps to"	"985004"	
"8634/3"	"Sertoli-Leydig cell tumor, poorly differentiated, with heterologous elements"	"Maps to"	"128727002"	
"8220/0"	"Adenomatous polyposis coli"	"Maps to"	"70921007"	
"9363/0"	"Melanotic neuroectodermal tumor"	"Maps to"	"1513001"	
"9688/3"	"T-cell/histiocyte rich large B-cell lymphoma"	"Maps to"	"450959001"	
"9756/3"	"Langerhans cell sarcoma"	"Maps to"	"128814006"	
"9104/1"	"Placental site trophoblastic tumor"	"Maps to"	"75320001"	
"8471/3"	"Papillary mucinous cystadenocarcinoma"	"Maps to"	"68880006"	
"8473/1"	"Papillary mucinous cystadenoma, borderline malignancy"	"Maps to"	"128853002"	
"8147/3"	"Basal cell adenocarcinoma"	"Maps to"	"34603009"	
"8480/1"	"Low grade appendiceal mucinous neoplasm"	"Maps to"	"450896006"	
"8481/3"	"Mucin-producing adenocarcinoma"	"Maps to"	"900006"	
"8482/3"	"Mucinous adenocarcinoma, endocervical type"	"Maps to"	"128695008"	
"9055/0"	"Multicystic mesothelioma, benign"	"Maps to"	"128901009"	
"9805/3"	"Acute biphenotypic leukemia"	"Maps to"	"450913003"	
"8693/1"	"Extra-adrenal paraganglioma, NOS"	"Maps to"	"51747000"	
"9200/3"	"Osteosarcoma, malignant "	"Is a"	"70511009"	
"9124/3"	"Kupffer cell sarcoma"	"Maps to"	"69317001"	
"9084/0"	"Dermoid cyst, NOS"	"Maps to"	"123151001"	
"8728/1"	"Meningeal melanocytoma"	"Maps to"	"128730009"	
"9282/3"	"Complex odontoma, malignant (C41._)"	"Is a"	"127578009"	
"9300/3"	"Adenomatoid odontogenic tumor, malignant"	"Is a"	"127578009"	
"9310/3"	"Ameloblastoma, malignant"	"Maps to"	"88253001"	
"8463/1"	"Serous surface papillary tumor of borderline malignancy"	"Maps to"	"128694007"	
"8832/1"	"Dermatofibrosarcoma protuberans, NOS"	"Maps to"	"76594008"	
"9312/3"	"Squamous odontogenic tumor, malignant (C41._)"	"Is a"	"127578009"	
"8480/6"	"Pseudomyxoma peritonei, metastatic from other site"	"Maps to"	"112679004"	
"8241/3"	"Enterochromaffin cell carcinoid"	"Maps to"	"48554007"	
"9321/3"	"Central odontogenic fibrosarcoma (C41._)"	"Is a"	"27092008"	
"9424/3"	"Pleomorphic xanthoastrocytoma"	"Maps to"	"78838008"	
"9678/3"	"Primary effusion lymphoma"	"Maps to"	"128800006"	
"9679/3"	"Mediastinal large B-cell lymphoma"	"Maps to"	"128801005"	
"8319/3"	"Collecting duct carcinoma"	"Maps to"	"128669006"	
"9341/3"	"Clear cell odontogenic carcinoma"	"Maps to"	"734032001"	
"9082/3"	"Malignant teratoma, undifferentiated"	"Maps to"	"83292005"	
"9350/0"	"Craniopharyngioma, benign "	"Is a"	"40009002"	
"9272/0"	"Cementoma, NOS"	"Maps to"	"37258009"	
"9350/3"	"Craniopharyngioma, malignant "	"Is a"	"40009002"	
"9351/0"	"Craniopharyngioma, adamantinomatous, benign "	"Is a"	"128781004"	
"8084/3"	"Squamous cell carcinoma, clear cell type"	"Maps to"	"128635005"	
"9351/3"	"Malignant craniopharyngioma, adamantinomatous "	"Is a"	"128781004"	
"9352/0"	"Papillary craniopharyngioma, benign "	"Is a"	"128782006"	
"9270/1"	"Odontogenic tumor, NOS"	"Maps to"	"278389000"	
"9360/0"	"Pinealoma, benign "	"Is a"	"189906004"	
"9360/1"	"Pinealoma"	"Maps to"	"189906004"	
"9360/3"	"Pinealoma, malignant "	"Is a"	"189906004"	
"9281/0"	"Compound odontoma"	"Maps to"	"28733007"	
"9361/3"	"Pineocytoma, malignant "	"Is a"	"89096009"	
"8156/3"	"Somatostatinoma, malignant"	"Maps to"	"128643000"	
"8158/1"	"Endocrine tumor, functioning, NOS"	"Maps to"	"450891001"	
"9363/3"	"Melanotic neuroectodermal tumor, malignant (C40._, C41._)"	"Is a"	"1513001"	
"8160/3"	"Cholangiocarcinoma"	"Maps to"	"70179006"	
"8161/0"	"Bile duct cystadenoma"	"Maps to"	"83025009"	
"9473/3"	"Primitive neuroectodermal tumor, NOS"	"Maps to"	"39781001"	
"9064/2"	"Intratubular malignant germ cells"	"Maps to"	"128902002"	
"9413/0"	"Dysembryoplastic neuroepithelial tumor"	"Maps to"	"128788005"	
"9380/0"	"Glioma, benign (C71._)"	"Is a"	"115240006"	
"9380/1"	"Glioma, borderline (C71._)"	"Is a"	"115240006"	
"9420/3"	"Fibrillary astrocytoma"	"Maps to"	"71314006"	
"9381/0"	"Gliomatosis cerebri, benign (C71._)"	"Is a"	"26138003"	
"9382/0"	"Mixed glioma, benign (C71._)"	"Is a"	"22217002"	
"9383/3"	"Subependymoma, malignant "	"Is a"	"4553004"	
"9384/3"	"Supependymal giant cell astrocytoma, malignant "	"Is a"	"1586004"	
"9385/3"	"Diffuse midline glioma, H3 K27M-mutant"	"Maps to"	"733862004"	
"9393/0"	"Papillary ependymoma, benign (C71._)"	"Is a"	"128839002"	
"9393/1"	"Papillary ependymoma,uncertain behaviour"	"Maps to"	"128839002"	
"9394/3"	"Myxopapillary ependymoma, malignant "	"Is a"	"1623000"	
"9396/3"	"Ependymoma, RELA fusion positive"	"Is a"	"57706008"	
"9400/1"	"Astrocytoma, borderline malignancy (C71._)"	"Is a"	"38713004"	
"9401/0"	"Astrocytoma, anaplastic, benign (C71._)"	"Is a"	"115240006"	
"9413/1"	"Dysembryoplastic neuroepithelial tumor, borderline"	"Is a"	"417182002"	
"9413/3"	"Dysembryoplastic neuroepithelial tumor, malignant"	"Is a"	"417182002"	
"9421/3"	"Pilocytic astrocytoma, malignant "	"Is a"	"128854008"	
"9440/0"	"Glioblastoma, benign (C71._)"	"Is a"	"63634009"	
"9440/1"	"Glioblastoma, borderline (C71._)"	"Is a"	"63634009"	
"9445/3"	"Glioblastoma, IDH-mutant"	"Is a"	"63634009"	
"9450/0"	"Oligodendroglioma, benign (C71._)"	"Is a"	"443565000"	
"9471/3"	"Desmoplastic nodular medulloblastoma"	"Maps to"	"32456001"	
"9475/3"	"Medulloblastoma, WNT-activated, NOS"	"Is a"	"83217000"	
"9476/3"	"Medulloblastoma, SHH-activated and TP53-mutant"	"Is a"	"83217000"	
"9477/3"	"Medulloblastoma, non-WNT/non-SHH"	"Is a"	"83217000"	
"9478/3"	"Embryonal tumor with multilayered rosettes with C19MC alteration"	"Maps to"	"734087000"	
"9650/3"	"Hodgkin lymphoma, NOS"	"Maps to"	"14537002"	"2"
"9591/3"	"Malignant lymphoma, non-Hodgkin, NOS"	"Maps to"	"1929004"	"1"
"9500/0"	"Neuroblastoma, benign (C71._)"	"Is a"	"277984002"	
"9500/2"	"Neuroblastoma, in situ "	"Is a"	"277984002"	
"9500/2"	"Neuroblastoma, in situ "	"Is a"	"127569003"	
"9505/0"	"Ganglioglioma, benign"	"Is a"	"89880005"	
"9506/0"	"Central neurocytoma, benign "	"Is a"	"128858006"	
"9506/1"	"Central neurocytoma"	"Maps to"	"128858006"	
"9506/3"	"Neurocytoma, malignant"	"Is a"	"128858006"	
"9508/3"	"Atypical teratoid/rhabdoid tumor"	"Maps to"	"128792003"	
"9509/1"	"Papillary glioneuronal tumor"	"Maps to"	"450902001"	
"9530/9"	"Meningioma, malignant, uncertain whether primary or metastatic site"	"Is a"	"78303004"	
"9531/1"	"Meningiothelial meningioma, borderline (C70._)"	"Is a"	"68944005"	
"9531/3"	"Meningiothelial meningioma, malignant (C70._)"	"Is a"	"68944005"	
"9532/3"	"Fibrous meningioma, malignant (C70._)"	"Is a"	"78303004"	
"9533/1"	"Psammomatous meningioma,uncertain behaviour"	"Maps to"	"38431002"	
"9533/3"	"Psammomatous meningioma, malignant (C70._)"	"Is a"	"38431002"	
"9534/3"	"Angiomatous meningioma, malignant (C70._)"	"Is a"	"78303004"	
"9535/3"	"Hemangioblastic meningioma, malignant (C70._)"	"Is a"	"78303004"	
"9537/3"	"Transitional meningioma, malignant (C70._)"	"Is a"	"78303004"	
"9538/0"	"Clear cell meningioma, benign "	"Is a"	"57606003"	
"9539/0"	"Atypical meningioma, benign "	"Is a"	"128914005"	
"9541/0"	"Melanotic neurofibroma"	"Maps to"	"28237007"	
"9550/1"	"Plexiform neurofibroma, borderline malignant"	"Is a"	"115242003"	
"9550/3"	"Plexiform neurofibroma, malignant"	"Is a"	"400121000"	
"9560/3"	"Neurilemoma, malignant"	"Maps to"	"19897006"	
"9562/3"	"Neurothekeoma, malignant"	"Is a"	"400121000"	
"9571/1"	"Perineurioma, borderline malignant "	"Is a"	"128796000"	
"8230/2"	"Ductal carcinoma in situ, solid type"	"Maps to"	"128880009"	
"9590/9"	"Malignant lymphoma,uncertain whether primary or metastatic site"	"Is a"	"115244002"	
"9596/3"	"Composite Hodgkin and non-Hodgkin lymphoma"	"Maps to"	"128798004"	
"8263/0"	"Tubulovillous adenoma, NOS"	"Maps to"	"61722000"	
"9656/3"	"Hodgkin disease, nodular sclerosis, NOS (ICD-O-1)"	"Maps to"	"52248008"	
"9861/3"	"Acute myeloid leukemia, NOS"	"Maps to"	"413443009"	"2"
"9860/3"	"Myeloid leukemia, NOS"	"Maps to"	"37810007"	"1"
"9440/3"	"Glioblastoma, NOS"	"Maps to"	"443811009"	"2"
"8180/3"	"Combined hepatocellular carcinoma and cholangiocarcinoma"	"Maps to"	"52178006"	
"9135/1"	"Endovascular papillary angioendothelioma"	"Maps to"	"128768006"	
"9673/1"	"In situ mantle cell neoplasia"	"Maps to"	"786860004"	
"9680/1"	"EBV positive mucocutaneous ulcer"	"Is a"	"413616009"	
"9695/1"	"In situ follicular neoplasia"	"Maps to"	"786856002"	
"9702/3"	"Mature T-cell lymphoma, NOS"	"Maps to"	"3172003"	
"9709/1"	"Primary cutaneous CD4 positive small/medium T-cell lymphoproliferative disorder"	"Is a"	"414629003"	
"9714/3"	"Anaplastic large cell lymphoma, T cell and Null cell type"	"Maps to"	"53237008"	
"9715/3"	"Anaplastic large cell lymphoma, ALK negative"	"Is a"	"53237008"	
"9717/3"	"Intestinal T-cell lymphoma"	"Maps to"	"103686008"	
"9725/1"	"Hydroa vacciniforme-like lymphoproliferative disorder"	"Maps to"	"450907007"	
"9734/1"	"Plasmacytoma, extramedullary,uncertain behaviour"	"Maps to"	"128921005"	
"9740/1"	"Mastocytoma, NOS"	"Maps to"	"89796001"	
"9761/1"	"IgM monoclonal gammopathy of undetermined significance"	"Is a"	"35601003"	
"9766/3"	"Angiocentric immunoproliferative lesion, malignant"	"Is a"	"41556003"	
"9769/3"	"Immunoglobulin deposition disease, malignant"	"Is a"	"128817004"	
"9811/3"	"B lymphoblastic leukemia/lymphoma, NOS"	"Maps to"	"450920005"	"2"
"9890/3"	"Monocytic leukemia, NOS (ICD-O-2)"	"Maps to"	"37810007"	"1"
"8850/1"	"Atypical lipoma"	"Maps to"	"116063003"	
"8936/3"	"Gastrointestinal stromal sarcoma"	"Maps to"	"128756002"	
"9812/3"	"B lymphoblastic leukemia/lymphoma with t(9;22)(q34;q11.2); BCR-ABL1"	"Maps to"	"450950002"	
"9252/3"	"Malignant tenosynovial giant cell tumor"	"Maps to"	"128778009"	
"9819/3"	"B lymphoblastic leukemia/lymphoma, BCR-ABL1-like"	"Is a"	"783744003"	
"9821/3"	"Acute lymphoblastic leukemia, NOS (ICD-O-2)"	"Maps to"	"128822004"	
"9823/1"	"Monoclonal B-cell lymphocytosis, CLL type"	"Is a"	"84631004"	
"9828/3"	"Acute lymphoblastic leukemia, L2 type, NOS"	"Is a"	"413440007"	
"9836/3"	"Precursor B-cell lymphoblastic leukemia"	"Maps to"	"128823009"	
"9837/3"	"Precursor T-cell lymphoblastic leukemia"	"Maps to"	"128824003"	
"9877/3"	"Acute myeloid leukemia with mutated NPM1"	"Maps to"	"703820005"	
"9878/3"	"Acute myeloid leukemia with biallelic mutation of CEBPA"	"Is a"	"413443009"	
"9879/3"	"Acute myeloid leukemia with mutated RUNX1"	"Is a"	"413443009"	
"9912/3"	"Acute myeleoid leukemia with BCR-ABL1"	"Is a"	"413443009"	
"9950/1"	"Polycythemia vera,uncertain behaviour"	"Maps to"	"128841001"	
"9968/3"	"Myeloid or lymphoid neoplasm with PCM1-JAK2"	"Is a"	"414388001"	
"9970/3"	"Lymphoproliferative disease, malignant, NOS"	"Is a"	"84631004"	
"9975/1"	"Myeloproliferative disease, NOS"	"Maps to "	"397336008"	
"9251/1"	"Giant cell tumor of soft parts, NOS"	"Maps to"	"82125002"	
"9986/1"	"Myelodysplastic syndrome with 5q deletion (5q-) syndrome,uncertain behaviour"	"Maps to"	"128837000"	
"9989/1"	"Myelodysplastic syndrome, uncertain behaviour"	"Maps to"	"128623006"	
"9993/3"	"Myelodysplastic syndrome with ring sideroblasts and multilineage dysplasia"	"Is a"	"128623006"	
"C00.0"	"External upper lip"	"Maps to"	"128250007"	
"C00.1"	"External lower lip"	"Maps to"	"128251006"	
"C00.2"	"External lip, NOS"	"Maps to"	"128249007"	
"C00.3"	"Mucosa of upper lip"	"Maps to"	"18444004"	
"C00.4"	"Mucosa of lower lip"	"Maps to"	"46353006"	
"C00.5"	"Mucosa of lip, NOS"	"Maps to"	"59641005"	
"C00.6"	"Commissure of lip"	"Maps to"	"83299001"	
"C00.8"	"Overlapping lesion of lip"	"Is a"	"48477009"	
"C00.9"	"Lip, NOS"	"Maps to"	"48477009"	
"C01.9"	"Base of tongue, NOS"	"Maps to"	"47975008"	
"C02.0"	"Dorsal surface of tongue, NOS"	"Maps to"	"66938003"	
"C02.1"	"Border of tongue"	"Maps to"	"24649007"	
"C02.2"	"Ventral surface of tongue, NOS"	"Maps to"	"422005"	
"C02.3"	"Anterior 2/3 of tongue, NOS"	"Maps to"	"61344008"	
"C02.4"	"Lingual tonsil"	"Maps to"	"2048000"	
"C02.8"	"Overlapping lesion of tongue"	"Is a"	"21974007"	
"C02.9"	"Tongue, NOS"	"Maps to"	"21974007"	
"C03.0"	"Upper gum"	"Maps to"	"23114008"	
"C03.1"	"Lower gum"	"Maps to"	"57131003"	
"C03.9"	"Gum, NOS"	"Maps to"	"113279002"	
"C04.0"	"Anterior floor of mouth"	"Maps to"	"52131005"	
"C04.1"	"Lateral floor of mouth"	"Maps to"	"28803009"	
"C04.8"	"Overlapping lesion of floor of mouth"	"Is a"	"36360002"	
"C04.9"	"Floor of mouth, NOS"	"Maps to"	"36360002"	
"C05.0"	"Hard palate"	"Maps to"	"90228003"	
"C05.1"	"Soft palate, NOS"	"Maps to"	"49460000"	
"C05.2"	"Uvula"	"Maps to"	"26140008"	
"C05.8"	"Overlapping lesion of palate"	"Is a"	"72914001"	
"C05.9"	"Palate, NOS"	"Maps to"	"72914001"	
"C06.0"	"Cheek mucosa"	"Maps to"	"16811007"	
"C06.1"	"Vestibule of mouth"	"Maps to"	"34810001"	
"C06.2"	"Retromolar area"	"Maps to"	"85816001"	
"C06.8"	"Overlapping lesion of other and unspecified parts of mouth"	"Is a"	"123851003"	
"C06.9"	"Mouth, NOS"	"Maps to"	"123851003"	
"C07.9"	"Parotid gland"	"Maps to"	"45289007"	
"C08.0"	"Submandibular gland"	"Maps to"	"385296007"	
"C08.1"	"Sublingual gland"	"Maps to"	"88481005"	
"C08.8"	"Overlapping lesion of major salivary glands"	"Is a"	"119282003"	
"C08.9"	"Major salivary gland, NOS"	"Maps to"	"119282003"	
"C09.0"	"Tonsillar fossa"	"Maps to"	"32163006"	
"C09.1"	"Tonsillar pillar"	"Maps to"	"21294006"	
"C09.8"	"Overlapping lesion of tonsil"	"Is a"	"75573002"	
"C09.9"	"Tonsil, NOS"	"Maps to"	"75573002"	
"C10.0"	"Vallecula"	"Maps to"	"42275007"	
"C10.1"	"Anterior surface of epiglottis"	"Maps to"	"67298002"	
"C10.2"	"Lateral wall of oropharynx"	"Maps to"	"19120004"	
"C10.3"	"Posterior wall of oropharynx"	"Maps to"	"12999009"	
"C10.4"	"Branchial cleft"	"Maps to"	"360382006"	
"C10.8"	"Overlapping lesion of oropharynx"	"Is a"	"31389004"	
"C10.9"	"Oropharynx, NOS"	"Maps to"	"31389004"	
"C11.0"	"Superior wall of nasopharynx"	"Maps to"	"20409001"	
"C11.1"	"Posterior wall of nasopharynx"	"Maps to"	"30157008"	
"C11.2"	"Lateral wall of nasopharynx"	"Maps to"	"70988003"	
"C11.3"	"Anterior wall of nasopharynx"	"Maps to"	"82521001"	
"C11.8"	"Overlapping lesion of nasopharynx"	"Is a"	"71836000"	
"C11.9"	"Nasopharynx, NOS"	"Maps to"	"71836000"	
"C12.9"	"Pyriform sinus"	"Maps to"	"6217003"	
"C13.0"	"Postcricoid region"	"Maps to"	"35806005"	
"C13.1"	"Hypopharyngeal aspect of aryepiglottic fold"	"Maps to"	"36088004"	
"C13.2"	"Posterior wall of hypopharynx"	"Maps to"	"28567000"	
"C13.8"	"Overlapping lesion of hypopharynx"	"Is a"	"81502006"	
"C13.9"	"Hypopharynx, NOS"	"Maps to"	"81502006"	
"C14.0"	"Pharynx, NOS"	"Maps to"	"54066008"	
"C14.2"	"Waldeyer ring"	"Maps to"	"17861009"	
"C14.8"	"Overlapping lesion of lip, oral cavity and pharynx"	"Is a"	"312533001"	
"C15.0"	"Cervical esophagus"	"Maps to"	"60075002"	
"C15.1"	"Thoracic esophagus"	"Maps to"	"59609004"	
"C15.2"	"Abdominal esophagus"	"Maps to"	"60865004"	
"C15.3"	"Upper third of esophagus"	"Maps to"	"54738009"	
"C15.4"	"Middle third of esophagus"	"Maps to"	"19000002"	
"C15.5"	"Lower third of esophagus"	"Maps to"	"67173009"	
"C15.8"	"Overlapping lesion of esophagus"	"Is a"	"32849002"	
"C15.9"	"Esophagus, NOS"	"Maps to"	"32849002"	
"C16.0"	"Cardia, NOS"	"Maps to"	"62898002"	
"C16.1"	"Fundus of stomach"	"Maps to"	"414003"	
"C16.2"	"Body of stomach"	"Maps to"	"68560004"	
"C16.3"	"Gastric antrum"	"Maps to"	"66051006"	
"C16.4"	"Pylorus"	"Maps to"	"280119005"	
"C16.5"	"Lesser curvature of stomach, NOS"	"Maps to"	"80085006"	
"C16.6"	"Greater curvature of stomach, NOS"	"Maps to"	"89382009"	
"C16.8"	"Overlapping lesion of stomach"	"Is a"	"69695003"	
"C16.9"	"Stomach, NOS"	"Maps to"	"69695003"	
"C17.0"	"Duodenum"	"Maps to"	"38848004"	
"C17.1"	"Jejunum"	"Maps to"	"21306003"	
"C17.2"	"Ileum"	"Maps to"	"34516001"	
"C17.3"	"Meckel diverticulum"	"Maps to"	"127962001"	
"C17.8"	"Overlapping lesion of smallintestine"	"Is a"	"30315005"	
"C17.9"	"Small intestine, NOS"	"Maps to"	"30315005"	
"C18.0"	"Cecum"	"Maps to"	"32713005"	
"C18.1"	"Appendix"	"Maps to"	"66754008"	
"C18.2"	"Ascending colon"	"Maps to"	"9040008"	
"C18.3"	"Hepatic flexure of colon"	"Maps to"	"48338005"	
"C18.4"	"Transverse colon"	"Maps to"	"485005"	
"C18.5"	"Splenic flexure of colon"	"Maps to"	"72592005"	
"C18.6"	"Descending colon"	"Maps to"	"32622004"	
"C18.7"	"Sigmoid colon"	"Maps to"	"60184004"	
"C18.8"	"Overlapping lesion of colon"	"Is a"	"71854001"	
"C18.9"	"Colon, NOS"	"Maps to"	"71854001"	
"C19.9"	"Rectosigmoid junction"	"Maps to"	"49832006"	
"C20.9"	"Rectum, NOS"	"Maps to"	"34402009"	
"C21.0"	"Anus, NOS"	"Maps to"	"53505006"	
"C21.1"	"Anal canal"	"Maps to"	"34381000"	
"C21.2"	"Cloacogenic zone"	"Maps to"	"263711007"	
"C21.8"	"Overlapping lesion of rectum, anus and anal canal"	"Is a"	"281088000"	
"C22.0"	"Liver"	"Maps to"	"10200004"	
"C22.1"	"Intrahepatic bile duct"	"Maps to"	"90140006"	
"C23.9"	"Gallbladder"	"Maps to"	"28231008"	
"C24.0"	"Extrahepatic bile duct"	"Maps to"	"16014003"	
"C24.1"	"Ampulla of Vater"	"Maps to"	"67109009"	
"C24.8"	"Overlapping lesion of biliary tract"	"Is a"	"34707002"	
"C24.9"	"Biliary tract, NOS"	"Maps to"	"34707002"	
"C25.0"	"Head of pancreas"	"Maps to"	"64163001"	
"C25.1"	"Body of pancreas"	"Maps to"	"40133006"	
"C25.2"	"Tail of pancreas"	"Maps to"	"73239005"	
"C25.3"	"Pancreatic duct"	"Maps to"	"69930009"	
"C25.4"	"Islets of Langerhans"	"Maps to"	"78696007"	
"C25.7"	"Other specified parts of pancreas"	"Is a"	"15776009"	
"C25.8"	"Overlapping lesion of pancreas"	"Is a"	"15776009"	
"C25.9"	"Pancreas, NOS"	"Maps to"	"15776009"	
"C26.0"	"Intestinal tract, NOS"	"Maps to"	"113276009"	
"C26.8"	"Overlapping lesion of digestive system"	"Is a"	"86762007"	
"C26.9"	"Gastrointestinal tract, NOS"	"Maps to"	"122865005"	
"C30.0"	"Nasal cavity"	"Maps to"	"279549004"	
"C30.1"	"Middle ear"	"Maps to"	"25342003"	
"C31.0"	"Maxillary sinus"	"Maps to"	"15924003"	
"C31.1"	"Ethmoid sinus"	"Maps to"	"54215007"	
"C31.2"	"Frontal sinus"	"Maps to"	"55060009"	
"C31.3"	"Sphenoid sinus"	"Maps to"	"24999009"	
"C31.8"	"Overlapping lesion of accessory sinuses"	"Is a"	"279549004"	
"C31.9"	"Accessory sinus, NOS"	"Maps to"	"2095001"	
"C32.0"	"Glottis"	"Maps to"	"1307006"	
"C32.1"	"Supraglottis"	"Maps to"	"119255006"	
"C32.2"	"Subglottis"	"Maps to"	"119254005"	
"C32.3"	"Laryngeal cartilage"	"Maps to"	"36847003"	
"C32.8"	"Overlapping lesion of larynx"	"Is a"	"4596009"	
"C32.9"	"Larynx, NOS"	"Maps to"	"4596009"	
"C33.9"	"Trachea"	"Maps to"	"44567001"	
"C34.0"	"Main bronchus"	"Maps to"	"102297006"	
"C34.1"	"Upper lobe, lung"	"Maps to"	"45653009"	
"9030/0"	"Juvenile fibroadenoma"	"Maps to"	"46212000"	
"C34.3"	"Lower lobe, lung"	"Maps to"	"90572001"	
"C34.8"	"Overlapping lesion of lung"	"Is a"	"39607008"	
"C34.9"	"Lung, NOS"	"Maps to"	"39607008"	
"C37.9"	"Thymus"	"Maps to"	"9875009"	
"C38.0"	"Heart"	"Maps to"	"80891009"	
"C38.1"	"Anterior mediastinum"	"Maps to"	"76386002"	
"C38.2"	"Posterior mediastinum"	"Maps to"	"27291007"	
"C38.3"	"Mediastinum, NOS"	"Maps to"	"72410000"	
"C38.4"	"Pleura, NOS"	"Maps to"	"3120008"	
"C38.8"	"Overlapping lesion of heart, mediastinum and pleura"	"Is a"	"699593001"	
"C39.0"	"Upper respiratory tract, NOS"	"Maps to"	"58675001"	
"C39.8"	"Overlapping lesion of respiratory system and intrathoracic organs"	"Is a"	"312419003"	
"C39.9"	"Ill-defined sites within respiratory system"	"Is a"	"20139000"	
"C40.0"	"Long bones of upper limb, scapula and associated joints"	"Is a"	"312564004"	
"C68.0"	"Urethra"	"Maps to"	"13648007"	
"C40.0"	"Long bones of upper limb, scapula and associated joints"	"Is a"	"53120007"	
"C40.1"	"Short bones of upper limb and associated joints"	"Is a"	"312564004"	
"C40.1"	"Short bones of upper limb and associated joints"	"Is a"	"53120007"	
"C40.2"	"Long bones of lower limb and associated joints"	"Is a"	"312564004"	
"C40.3"	"Short bones of lower limb and associated joints"	"Is a"	"312564004"	
"C40.2"	"Long bones of lower limb and associated joints"	"Is a"	"61685007"	
"C40.3"	"Short bones of lower limb and associated joints"	"Is a"	"61685007"	
"C40.8"	"Overlapping lesion of bones, joints and articular cartilage of limbs"	"Is a"	"312564004"	
"C40.9"	"Bone of limb, NOS"	"Maps to"	"48566001"	
"C41.0"	"Bones of skull and face and associated joints"	"Is a"	"281241007"	
"C41.1"	"Mandible"	"Maps to"	"91609006"	
"C41.2"	"Vertebral column"	"Maps to"	"421060004"	
"C41.3"	"Rib, sternum, clavicle and associated joints"	"Is a"	"289960006"	
"C41.4"	"Pelvic bones, sacrum, coccyx and associated joints"	"Is a"	"306721000"	
"C41.8"	"Overlapping lesion of bones, joints and articular cartilage"	"Is a"	"306721000"	
"C41.9"	"Bone, NOS"	"Maps to"	"272673000"	
"C42.0"	"Blood"	"Maps to"	"-1"	
"C42.1"	"Bone marrow"	"Maps to"	"14016003"	
"C42.2"	"Spleen"	"Maps to"	"78961009"	
"C42.4"	"Hematopoietic system, NOS"	"Maps to"	"57171008"	
"C44.0"	"Skin of lip, NOS"	"Maps to"	"88089004"	
"C44.1"	"Eyelid"	"Maps to"	"80243003"	
"C44.2"	"External ear"	"Maps to"	"28347008"	
"C44.3"	"Skin of other and unspecified parts of face"	"Is a"	"73897004"	
"C44.4"	"Skin of scalp and neck"	"Maps to"	"400056003"	
"C44.5"	"Skin of trunk"	"Maps to"	"86381001"	
"C44.6"	"Skin of upper limb and shoulder"	"Maps to"	"303979001"	
"C44.7"	"Skin of lower limb and hip"	"Maps to"	"371304004"	
"C44.8"	"Overlapping lesion of skin"	"Is a"	"39937001"	
"C44.9"	"Skin, NOS"	"Maps to"	"39937001"	
"C47.0"	"Peripheral nerves and autonomic nervous system of head, face, and neck"	"Maps to"	"272634000"	
"C47.1"	"Peripheral nerves and autonomic nervous system of upper limb and shoulder"	"Is a"	"314738007"	
"C47.2"	"Peripheral nerves and autonomic nervous system of lower limband hip"	"Is a"	"244476009"	
"C47.3"	"Peripheral nerves and autonomic nervous system of thorax"	"Is a"	"361391003"	
"8248/1"	"Apudoma"	"Maps to"	"74926005"	
"C47.5"	"Peripheral nerves and autonomic nervous system of pelvis"	"Is a"	"361053007"	
"C47.6"	"Peripheral nerves and autonomic nervous system of trunk, NOS"	"Maps to"	"361053007"	
"C47.8"	"Overlapping lesion of peripheral nerves and autonomic nervous system"	"Is a"	"25087005"	
"C47.9"	"Autonomic nervous system, NOS"	"Maps to"	"72167002"	
