"concept_code_1","vocabulary_id_1","concept_name_1","concept_class_id_1","relationship_id","concept_code_2","vocabulary_id_2","concept_name_2","concept_class_id_2","valid_start_date","valid_end_date","mapping_note"
"cns_other@3845@9","NAACCR","Grade cannot be assessed (GX); Unknown","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"cns_other@3845@A","NAACCR","Well differentiated","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31",""
"cns_other@3845@B","NAACCR","Moderately differentiated","NAACCR Value","maps to","OMOP5000306","Cancer Modifier","Grade 2: Moderately differentiated","Histopattern","2022-08-28","2099-12-31",""
"cns_other@3845@C","NAACCR","Poorly differentiated","NAACCR Value","maps to","OMOP4999343","Cancer Modifier","Grade 3: Poorly differentiated","Histopattern","2022-08-28","2099-12-31",""
"cns_other@3845@D","NAACCR","Undifferentiated, anaplastic","NAACCR Value","maps to","OMOP4999415","Cancer Modifier","Grade 4: Undifferentiated","Histopattern","2022-08-28","2099-12-31",""
"cns_other@3845@H","NAACCR","Stated as ""high grade"" NOS","NAACCR Value","maps to","Grade-H","Cancer Modifier","High grade tumor","Staging/Grading","2022-08-28","2099-12-31",""
"cns_other@3845@L","NAACCR","Stated as ""low grade"" NOS","NAACCR Value","maps to","Grade-L","Cancer Modifier","Low grade tumor","Staging/Grading","2022-08-28","2099-12-31",""
"colon_rectum@3845@1","NAACCR","G1: Well differentiated","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31",""
"colon_rectum@3845@2","NAACCR","G2: Moderately differentiated","NAACCR Value","maps to","OMOP5000306","Cancer Modifier","Grade 2: Moderately differentiated","Histopattern","2022-08-28","2099-12-31","concept granularity lost"
"colon_rectum@3845@3","NAACCR","G3: Poorly differentiated","NAACCR Value","maps to","OMOP4999343","Cancer Modifier","Grade 3: Poorly differentiated","Histopattern","2022-08-28","2099-12-31",""
"colon_rectum@3845@4","NAACCR","G4: Undifferentiated","NAACCR Value","maps to","OMOP4999415","Cancer Modifier","Grade 4: Undifferentiated","Histopattern","2022-08-28","2099-12-31",""
"colon_rectum@3845@9","NAACCR","Grade cannot be assessed (GX); Unknown |Not applicable","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"conjunctiva@3845@1","NAACCR","G1: Well differentiated","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31",""
"conjunctiva@3845@2","NAACCR","G2: Moderately differentiated","NAACCR Value","maps to","OMOP5000306","Cancer Modifier","Grade 2: Moderately differentiated","Histopattern","2022-08-28","2099-12-31","concept granularity lost"
"conjunctiva@3845@3","NAACCR","G3: Poorly differentiated","NAACCR Value","maps to","OMOP4999343","Cancer Modifier","Grade 3: Poorly differentiated","Histopattern","2022-08-28","2099-12-31",""
"conjunctiva@3845@4","NAACCR","G4: Undifferentiated","NAACCR Value","maps to","OMOP4999415","Cancer Modifier","Grade 4: Undifferentiated","Histopattern","2022-08-28","2099-12-31",""
"conjunctiva@3845@9","NAACCR","Grade cannot be assessed (GX); Unknown |Not applicable","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"corpus_adenosarcoma@3845@1","NAACCR","G1: Well differentiated","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31",""
"corpus_adenosarcoma@3845@2","NAACCR","G2: Moderately differentiated","NAACCR Value","maps to","OMOP5000306","Cancer Modifier","Grade 2: Moderately differentiated","Histopattern","2022-08-28","2099-12-31","concept granularity lost"
"corpus_adenosarcoma@3845@3","NAACCR","G3: Poorly differentiated or undifferentiated","NAACCR Value","maps to","OMOP4999343","Cancer Modifier","Grade 3: Poorly differentiated","Histopattern","2022-08-28","2099-12-31","concept granularity lost"
"corpus_adenosarcoma@3845@9","NAACCR","Grade cannot be assessed (GX); Unknown |Not applicable","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"corpus_adenosarcoma@3845@H","NAACCR","High grade","NAACCR Value","maps to","Grade-H","Cancer Modifier","High grade tumor","Staging/Grading","2022-08-28","2099-12-31",""
"corpus_adenosarcoma@3845@L","NAACCR","Low grade","NAACCR Value","maps to","Grade-L","Cancer Modifier","Low grade tumor","Staging/Grading","2022-08-28","2099-12-31",""
"corpus_adenosarcoma@3845@S","NAACCR","Sarcomatous overgrowth","NAACCR Value","maps to","OMOP4999216","Cancer Modifier","Sarcomatous Overgrowth","Histopattern","2022-08-28","2099-12-31",""
"corpus_carcinoma@3845@1","NAACCR","G1|FIGO Grade 1|G1: Well differentiated","NAACCR Value","maps to","FIGO-Grade-1","Cancer Modifier","FIGO grade 1","Staging/Grading","2022-08-28","2099-12-31",""
"corpus_carcinoma@3845@2","NAACCR","G2|FIGO Grade 2|G2: Moderately differentiated","NAACCR Value","maps to","FIGO-Grade-2","Cancer Modifier","FIGO grade 2","Staging/Grading","2022-08-28","2099-12-31",""
"corpus_carcinoma@3845@3","NAACCR","G3|FIGO Grade 3|G3: Poorly differentiated or undifferentiated","NAACCR Value","maps to","FIGO-Grade-3","Cancer Modifier","FIGO grade 3","Staging/Grading","2022-08-28","2099-12-31",""
"corpus_carcinoma@3845@9","NAACCR","Grade cannot be assessed (GX); Unknown","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"corpus_sarcoma@3845@1","NAACCR","G1|FIGO Grade 1|G1: Well differentiated","NAACCR Value","maps to","FIGO-Grade-1","Cancer Modifier","FIGO grade 1","Staging/Grading","2022-08-28","2099-12-31",""
"corpus_sarcoma@3845@2","NAACCR","G2|FIGO Grade 2|G2: Moderately differentiated","NAACCR Value","maps to","FIGO-Grade-2","Cancer Modifier","FIGO grade 2","Staging/Grading","2022-08-28","2099-12-31",""
"corpus_sarcoma@3845@3","NAACCR","G3|FIGO Grade 3|G3: Poorly differentiated or undifferentiated","NAACCR Value","maps to","FIGO-Grade-3","Cancer Modifier","FIGO grade 3","Staging/Grading","2022-08-28","2099-12-31",""
"corpus_sarcoma@3845@9","NAACCR","Grade cannot be assessed (GX); Unknown","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"cutaneous_carcinoma_head_neck@3845@1","NAACCR","G1: Well differentiated","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31",""
"cutaneous_carcinoma_head_neck@3845@2","NAACCR","G2: Moderately differentiated","NAACCR Value","maps to","OMOP5000306","Cancer Modifier","Grade 2: Moderately differentiated","Histopattern","2022-08-28","2099-12-31","concept granularity lost"
"cutaneous_carcinoma_head_neck@3845@3","NAACCR","G3: Poorly differentiated","NAACCR Value","maps to","OMOP4999343","Cancer Modifier","Grade 3: Poorly differentiated","Histopattern","2022-08-28","2099-12-31",""
"cutaneous_carcinoma_head_neck@3845@4","NAACCR","G4: Undifferentiated","NAACCR Value","maps to","OMOP4999415","Cancer Modifier","Grade 4: Undifferentiated","Histopattern","2022-08-28","2099-12-31",""
"cutaneous_carcinoma_head_neck@3845@9","NAACCR","Grade cannot be assessed (GX); Unknown |Not applicable","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"cystic_duct@3845@1","NAACCR","G1: Well differentiated","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31",""
"cystic_duct@3845@2","NAACCR","G2: Moderately differentiated","NAACCR Value","maps to","OMOP5000306","Cancer Modifier","Grade 2: Moderately differentiated","Histopattern","2022-08-28","2099-12-31","concept granularity lost"
"cystic_duct@3845@3","NAACCR","G3: Poorly differentiated","NAACCR Value","maps to","OMOP4999343","Cancer Modifier","Grade 3: Poorly differentiated","Histopattern","2022-08-28","2099-12-31",""
"cystic_duct@3845@9","NAACCR","Grade cannot be assessed (GX); Unknown","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"digestive_other@3845@9","NAACCR","Grade cannot be assessed; Unknown","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"digestive_other@3845@A","NAACCR","Well differentiated","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31",""
"digestive_other@3845@B","NAACCR","Moderately differentiated","NAACCR Value","maps to","OMOP5000306","Cancer Modifier","Grade 2: Moderately differentiated","Histopattern","2022-08-28","2099-12-31",""
"digestive_other@3845@C","NAACCR","Poorly differentiated","NAACCR Value","maps to","OMOP4999343","Cancer Modifier","Grade 3: Poorly differentiated","Histopattern","2022-08-28","2099-12-31",""
"digestive_other@3845@D","NAACCR","Undifferentiated, anaplastic","NAACCR Value","maps to","OMOP4999415","Cancer Modifier","Grade 4: Undifferentiated","Histopattern","2022-08-28","2099-12-31",""
"endocrine_other@3845@9","NAACCR","Grade cannot be assessed; Unknown","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"endocrine_other@3845@A","NAACCR","Well differentiated","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31",""
"endocrine_other@3845@B","NAACCR","Moderately differentiated","NAACCR Value","maps to","OMOP5000306","Cancer Modifier","Grade 2: Moderately differentiated","Histopattern","2022-08-28","2099-12-31",""
"endocrine_other@3845@C","NAACCR","Poorly differentiated","NAACCR Value","maps to","OMOP4999343","Cancer Modifier","Grade 3: Poorly differentiated","Histopattern","2022-08-28","2099-12-31",""
"endocrine_other@3845@D","NAACCR","Undifferentiated, anaplastic","NAACCR Value","maps to","OMOP4999415","Cancer Modifier","Grade 4: Undifferentiated","Histopattern","2022-08-28","2099-12-31",""
"esophagus_gejunction@3845@1","NAACCR","G1: Well differentiated","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31",""
"esophagus_gejunction@3845@2","NAACCR","G2: Moderately differentiated","NAACCR Value","maps to","OMOP5000306","Cancer Modifier","Grade 2: Moderately differentiated","Histopattern","2022-08-28","2099-12-31","concept granularity lost"
"esophagus_gejunction@3845@3","NAACCR","G3: Poorly differentiated, undifferentiated","NAACCR Value","maps to","OMOP4999343","Cancer Modifier","Grade 3: Poorly differentiated","Histopattern","2022-08-28","2099-12-31","concept granularity lost"
"esophagus_gejunction@3845@9","NAACCR","Grade cannot be assessed (GX); Unknown","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"esophagus_including_ge_junction_squamous@3845@1","NAACCR","G1: Well differentiated","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31",""
"esophagus_including_ge_junction_squamous@3845@2","NAACCR","G2: Moderately differentiated","NAACCR Value","maps to","OMOP5000306","Cancer Modifier","Grade 2: Moderately differentiated","Histopattern","2022-08-28","2099-12-31","concept granularity lost"
"esophagus_including_ge_junction_squamous@3845@3","NAACCR","G3: Poorly differentiated, undifferentiated","NAACCR Value","maps to","OMOP4999343","Cancer Modifier","Grade 3: Poorly differentiated","Histopattern","2022-08-28","2099-12-31","concept granularity lost"
"esophagus_including_ge_junction_squamous@3845@9","NAACCR","Grade cannot be assessed (GX); Unknown","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"eye_other@3845@9","NAACCR","Grade cannot be assessed; Unknown","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"eye_other@3845@A","NAACCR","Well differentiated","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31",""
"eye_other@3845@B","NAACCR","Moderately differentiated","NAACCR Value","maps to","OMOP5000306","Cancer Modifier","Grade 2: Moderately differentiated","Histopattern","2022-08-28","2099-12-31",""
"eye_other@3845@C","NAACCR","Poorly differentiated","NAACCR Value","maps to","OMOP4999343","Cancer Modifier","Grade 3: Poorly differentiated","Histopattern","2022-08-28","2099-12-31",""
"eye_other@3845@D","NAACCR","Undifferentiated, anaplastic","NAACCR Value","maps to","OMOP4999415","Cancer Modifier","Grade 4: Undifferentiated","Histopattern","2022-08-28","2099-12-31",""
"fallopian_tube@3845@1","NAACCR","G1: Well differentiated","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31",""
"fallopian_tube@3845@2","NAACCR","G2: Moderately differentiated","NAACCR Value","maps to","OMOP5000306","Cancer Modifier","Grade 2: Moderately differentiated","Histopattern","2022-08-28","2099-12-31","concept granularity lost"
"fallopian_tube@3845@3","NAACCR","G3: Poorly differentiated, undifferentiated","NAACCR Value","maps to","OMOP4999343","Cancer Modifier","Grade 3: Poorly differentiated","Histopattern","2022-08-28","2099-12-31","concept granularity lost"
"fallopian_tube@3845@9","NAACCR","Grade cannot be assessed (GX); Unknown","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"fallopian_tube@3845@B","NAACCR","GB: Borderline Tumor","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"fallopian_tube@3845@H","NAACCR","High grade","NAACCR Value","maps to","Grade-H","Cancer Modifier","High grade tumor","Staging/Grading","2022-08-28","2099-12-31",""
"fallopian_tube@3845@L","NAACCR","Low grade","NAACCR Value","maps to","Grade-L","Cancer Modifier","Low grade tumor","Staging/Grading","2022-08-28","2099-12-31",""
"floor_mouth@3845@1","NAACCR","G1: Well differentiated","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31",""
"floor_mouth@3845@2","NAACCR","G2: Moderately differentiated","NAACCR Value","maps to","OMOP5000306","Cancer Modifier","Grade 2: Moderately differentiated","Histopattern","2022-08-28","2099-12-31","concept granularity lost"
"floor_mouth@3845@3","NAACCR","G3: Poorly differentiated","NAACCR Value","maps to","OMOP4999343","Cancer Modifier","Grade 3: Poorly differentiated","Histopattern","2022-08-28","2099-12-31",""
"floor_mouth@3845@9","NAACCR","Grade cannot be assessed (GX); Unknown","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"gallbladder@3845@1","NAACCR","G1: Well differentiated","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31",""
"gallbladder@3845@2","NAACCR","G2: Moderately differentiated","NAACCR Value","maps to","OMOP5000306","Cancer Modifier","Grade 2: Moderately differentiated","Histopattern","2022-08-28","2099-12-31","concept granularity lost"
"gallbladder@3845@3","NAACCR","G3: Poorly differentiated","NAACCR Value","maps to","OMOP4999343","Cancer Modifier","Grade 3: Poorly differentiated","Histopattern","2022-08-28","2099-12-31",""
"gallbladder@3845@9","NAACCR","Grade cannot be assessed (GX); Unknown","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"genital_female_other@3845@9","NAACCR","Grade cannot be assessed; Unknown","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"genital_female_other@3845@A","NAACCR","Well differentiated","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31",""
"genital_female_other@3845@B","NAACCR","Moderately differentiated","NAACCR Value","maps to","OMOP5000306","Cancer Modifier","Grade 2: Moderately differentiated","Histopattern","2022-08-28","2099-12-31",""
"genital_female_other@3845@C","NAACCR","Poorly differentiated","NAACCR Value","maps to","OMOP4999343","Cancer Modifier","Grade 3: Poorly differentiated","Histopattern","2022-08-28","2099-12-31",""
"genital_female_other@3845@D","NAACCR","Undifferentiated, anaplastic","NAACCR Value","maps to","OMOP4999415","Cancer Modifier","Grade 4: Undifferentiated","Histopattern","2022-08-28","2099-12-31",""
"genital_male_other@3845@9","NAACCR","Grade cannot be assessed; Unknown","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"genital_male_other@3845@A","NAACCR","Well differentiated","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31",""
"genital_male_other@3845@B","NAACCR","Moderately differentiated","NAACCR Value","maps to","OMOP5000306","Cancer Modifier","Grade 2: Moderately differentiated","Histopattern","2022-08-28","2099-12-31",""
"genital_male_other@3845@C","NAACCR","Poorly differentiated","NAACCR Value","maps to","OMOP4999343","Cancer Modifier","Grade 3: Poorly differentiated","Histopattern","2022-08-28","2099-12-31",""
"genital_male_other@3845@D","NAACCR","Undifferentiated, anaplastic","NAACCR Value","maps to","OMOP4999415","Cancer Modifier","Grade 4: Undifferentiated","Histopattern","2022-08-28","2099-12-31",""
"gist@3845@9","NAACCR","Grade cannot be assessed; Unknown","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"gist@3845@A","NAACCR","Well differentiated","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31",""
"gist@3845@B","NAACCR","Moderately differentiated","NAACCR Value","maps to","OMOP5000306","Cancer Modifier","Grade 2: Moderately differentiated","Histopattern","2022-08-28","2099-12-31",""
"gist@3845@C","NAACCR","Poorly differentiated","NAACCR Value","maps to","OMOP4999343","Cancer Modifier","Grade 3: Poorly differentiated","Histopattern","2022-08-28","2099-12-31",""
"gist@3845@D","NAACCR","Undifferentiated, anaplastic","NAACCR Value","maps to","OMOP4999415","Cancer Modifier","Grade 4: Undifferentiated","Histopattern","2022-08-28","2099-12-31",""
"gist@3845@H","NAACCR","High: Over 5 mitoses per 5 square mm","NAACCR Value","maps to","Grade-H","Cancer Modifier","High grade tumor","Staging/Grading","2022-08-28","2099-12-31","concept granularity lost"
"gist@3845@L","NAACCR","Low: 5 or fewer mitoses per 5 square mm","NAACCR Value","maps to","Grade-L","Cancer Modifier","Low grade tumor","Staging/Grading","2022-08-28","2099-12-31","concept granularity lost"
"gum@3845@1","NAACCR","G1: Well differentiated","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31",""
"gum@3845@2","NAACCR","G2: Moderately differentiated","NAACCR Value","maps to","OMOP5000306","Cancer Modifier","Grade 2: Moderately differentiated","Histopattern","2022-08-28","2099-12-31","concept granularity lost"
"gum@3845@3","NAACCR","G3: Poorly differentiated","NAACCR Value","maps to","OMOP4999343","Cancer Modifier","Grade 3: Poorly differentiated","Histopattern","2022-08-28","2099-12-31",""
"gum@3845@9","NAACCR","Grade cannot be assessed (GX); Unknown","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"heart_mediastinum_pleura@3845@1","NAACCR","G1: Sum of differentiation score, mitotic count score and necrosis score equals 2 or 3","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31","concept granularity lost"
"heart_mediastinum_pleura@3845@2","NAACCR","G2: Sum of differentiation score, mitotic count score and necrosis score of 4 or 5","NAACCR Value","maps to","OMOP5000306","Cancer Modifier","Grade 2: Moderately differentiated","Histopattern","2022-08-28","2099-12-31","concept granularity lost"
"heart_mediastinum_pleura@3845@3","NAACCR","G3: Sum of differentiation score, mitotic count score and necrosis score of 6, 7, or 8","NAACCR Value","maps to","OMOP4999343","Cancer Modifier","Grade 3: Poorly differentiated","Histopattern","2022-08-28","2099-12-31","concept granularity lost"
"heart_mediastinum_pleura@3845@9","NAACCR","Grade cannot be assessed (GX); Unknown","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"heart_mediastinum_pleura@3845@A","NAACCR","Well differentiated","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31",""
"heart_mediastinum_pleura@3845@B","NAACCR","Moderately differentiated","NAACCR Value","maps to","OMOP5000306","Cancer Modifier","Grade 2: Moderately differentiated","Histopattern","2022-08-28","2099-12-31",""
"heart_mediastinum_pleura@3845@C","NAACCR","Poorly differentiated","NAACCR Value","maps to","OMOP4999343","Cancer Modifier","Grade 3: Poorly differentiated","Histopattern","2022-08-28","2099-12-31",""
"heart_mediastinum_pleura@3845@D","NAACCR","Undifferentiated, anaplastic","NAACCR Value","maps to","OMOP4999415","Cancer Modifier","Grade 4: Undifferentiated","Histopattern","2022-08-28","2099-12-31",""
"hemeretic@3845@8","NAACCR","Not applicable","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"hypopharynx@3845@1","NAACCR","G1: Well differentiated","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31",""
"hypopharynx@3845@2","NAACCR","G2: Moderately differentiated","NAACCR Value","maps to","OMOP5000306","Cancer Modifier","Grade 2: Moderately differentiated","Histopattern","2022-08-28","2099-12-31","concept granularity lost"
"hypopharynx@3845@3","NAACCR","G3: Poorly differentiated","NAACCR Value","maps to","OMOP4999343","Cancer Modifier","Grade 3: Poorly differentiated","Histopattern","2022-08-28","2099-12-31",""
"hypopharynx@3845@4","NAACCR","G4: Undifferentiated","NAACCR Value","maps to","OMOP4999415","Cancer Modifier","Grade 4: Undifferentiated","Histopattern","2022-08-28","2099-12-31",""
"hypopharynx@3845@9","NAACCR","Grade cannot be assessed (GX); Unknown |Not applicable","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"ill_defined_other@3845@9","NAACCR","Grade cannot be assessed; Unknown","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"ill_defined_other@3845@A","NAACCR","Well differentiated","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31",""
"ill_defined_other@3845@B","NAACCR","Moderately differentiated","NAACCR Value","maps to","OMOP5000306","Cancer Modifier","Grade 2: Moderately differentiated","Histopattern","2022-08-28","2099-12-31",""
"ill_defined_other@3845@C","NAACCR","Poorly differentiated","NAACCR Value","maps to","OMOP4999343","Cancer Modifier","Grade 3: Poorly differentiated","Histopattern","2022-08-28","2099-12-31",""
"ill_defined_other@3845@D","NAACCR","Undifferentiated, anaplastic","NAACCR Value","maps to","OMOP4999415","Cancer Modifier","Grade 4: Undifferentiated","Histopattern","2022-08-28","2099-12-31",""
"intracranial_gland@3845@1","NAACCR","WHO Grade I : Circumscribed tumors of low proliferative potential associated with the possibility of cure following resection","NAACCR Value","maps to","Grade-1","Cancer Modifier","Grade 1 tumor","Staging/Grading","2022-08-28","2099-12-31","concept granularity lost"
"intracranial_gland@3845@2","NAACCR","WHO Grade II: Infiltrative tumors with low proliferative potential with increased risk of recurrence","NAACCR Value","maps to","Grade-2","Cancer Modifier","Grade 2 tumor","Staging/Grading","2022-08-28","2099-12-31","concept granularity lost"
"intracranial_gland@3845@3","NAACCR","WHO Grade III: Tumors with histologic evidence of malignancy, including nuclear atypia and mitotic activity, associated with an aggressive clinical course","NAACCR Value","maps to","Grade-3","Cancer Modifier","Grade 3 tumor","Staging/Grading","2022-08-28","2099-12-31","concept granularity lost"
"intracranial_gland@3845@4","NAACCR","WHO Grade IV: Tumors that are cytologically malignant, mitotically active, and associated with rapid clinical progression and potential for dissemination","NAACCR Value","maps to","Grade-4","Cancer Modifier","Grade 4 tumor","Staging/Grading","2022-08-28","2099-12-31","concept granularity lost"
"intracranial_gland@3845@9","NAACCR","Grade cannot be assessed (GX); Unknown","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"intracranial_gland@3845@A","NAACCR","Well differentiated","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31",""
"intracranial_gland@3845@B","NAACCR","Moderately differentiated","NAACCR Value","maps to","OMOP5000306","Cancer Modifier","Grade 2: Moderately differentiated","Histopattern","2022-08-28","2099-12-31",""
"intracranial_gland@3845@C","NAACCR","Poorly differentiated","NAACCR Value","maps to","OMOP4999343","Cancer Modifier","Grade 3: Poorly differentiated","Histopattern","2022-08-28","2099-12-31",""
"intracranial_gland@3845@D","NAACCR","Undifferentiated, anaplastic","NAACCR Value","maps to","OMOP4999415","Cancer Modifier","Grade 4: Undifferentiated","Histopattern","2022-08-28","2099-12-31",""
"intracranial_gland@3845@H","NAACCR","Stated as ""high grade"" NOS","NAACCR Value","maps to","Grade-H","Cancer Modifier","High grade tumor","Staging/Grading","2022-08-28","2099-12-31",""
"intracranial_gland@3845@L","NAACCR","Stated as ""low grade"" NOS","NAACCR Value","maps to","Grade-L","Cancer Modifier","Low grade tumor","Staging/Grading","2022-08-28","2099-12-31",""
"kaposi_sarcoma@3845@1","NAACCR","G1: Sum of differentiation score, mitotic count score and necrosis score equals 2 or 3","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31","concept granularity lost"
"kaposi_sarcoma@3845@2","NAACCR","G2: Sum of differentiation score, mitotic count score and necrosis score of 4 or 5","NAACCR Value","maps to","OMOP5000306","Cancer Modifier","Grade 2: Moderately differentiated","Histopattern","2022-08-28","2099-12-31","concept granularity lost"
"kaposi_sarcoma@3845@3","NAACCR","G3: Sum of differentiation score, mitotic count score and necrosis score of 6, 7, or 8","NAACCR Value","maps to","OMOP4999343","Cancer Modifier","Grade 3: Poorly differentiated","Histopattern","2022-08-28","2099-12-31","concept granularity lost"
"kaposi_sarcoma@3845@9","NAACCR","Grade cannot be assessed (GX); Unknown","NAACCR Value","maps to","No matching concept","Cancer Modifier","No matching concept","Undefined","2022-08-28","2099-12-31",""
"kaposi_sarcoma@3845@A","NAACCR","Well differentiated","NAACCR Value","maps to","OMOP4997837","Cancer Modifier","Grade 1: Well differentiated","Histopattern","2022-08-28","2099-12-31",""
"kaposi_sarcoma@3845@B","NAACCR","Moderately differentiated","NAACCR Value","maps to","OMOP5000306","Cancer Modifier","Grade 2: Moderately differentiated","Histopattern","2022-08-28","2099-12-31",""
"kaposi_sarcoma@3845@C","NAACCR","Poorly differentiated","NAACCR Value","maps to","OMOP4999343","Cancer Modifier","Grade 3: Poorly differentiated","Histopattern","2022-08-28","2099-12-31",""
"kaposi_sarcoma@3845@D","NAACCR","Undifferentiated, anaplastic","NAACCR Value","maps to","OMOP4999415","Cancer Modifier","Grade 4: Undifferentiated","Histopattern","2022-08-28","2099-12-31",""
"kidney_parenchyma@3845@1","NAACCR","G1: Nucleoli absent or inconspicuous and basophilic at 400x magnification","NAACCR Value","maps to","Grade-1","Cancer Modifier","Grade 1 tumor","Staging/Grading","2022-08-28","2099-12-31","concept granularity lost"
