Item #,Item Name,Section,Codes,Code Descriptions,Note
,,,15,"Primary pattern 1, secondary pattern 5",
,,,19,"Primary pattern 1, secondary pattern unknown",
,,,21,"Primary pattern 2, secondary pattern 1",
,,,22,"Primary pattern 2, secondary pattern 2",
,,,23,"Primary pattern 2, secondary pattern 3",
,,,24,"Primary pattern 2, secondary pattern 4",
,,,25,"Primary pattern 2, secondary pattern 5",
,,,29,"Primary pattern 2, secondary pattern unknown",
,,,31,"Primary pattern 3, secondary pattern 1",
,,,32,"Primary pattern 3, secondary pattern 2",
,,,33,"Primary pattern 3, secondary pattern 3",
,,,34,"Primary pattern 3, secondary pattern 4",
,,,35,"Primary pattern 3, secondary pattern 5",
,,,39,"Primary pattern 3, secondary pattern unknown",
,,,41,"Primary pattern 4, secondary pattern 1",
,,,42,"Primary pattern 4, secondary pattern 2",
,,,43,"Primary pattern 4, secondary pattern 3",
,,,44,"Primary pattern 4, secondary pattern 4",
,,,45,"Primary pattern 4, secondary pattern 5",
,,,49,"Primary pattern 4, secondary pattern unknown",
,,,51,"Primary pattern 5, secondary pattern 1",
,,,52,"Primary pattern 5, secondary pattern 2",
,,,53,"Primary pattern 5, secondary pattern 3",
,,,54,"Primary pattern 5, secondary pattern 4",
,,,55,"Primary pattern 5, secondary pattern 5",
,,,59,"Primary pattern 5, secondary pattern unknown",
,,,X6,"Primary pattern unknown, secondary pattern unknown",
,,,X7,No prostatectomy/autopsy performed,
,,,X8,Not applicable: Information not collected for this case,
,,,,"(If this information is required by your standard setter, use of code X8 may result in an edit error.)",
,,,X9,Not documented in medical record,
,,,,Gleason Patterns Pathological not assessed or unknown if assessed,
,,,,,
3840,Gleason Score Clinical,Stage/Prognostic Factors,2,Gleason score 2,New
,,,3,Gleason score 3,
,,,4,Gleason score 4,
,,,5,Gleason score 5,
,,,6,Gleason score 6,
,,,7,Gleason score 7,
,,,8,Gleason score 8,
,,,9,Gleason score 9,
,,,10,Gleason score 10,
,,,X7,No needle core biopsy/TURP performed,
,,,X8,Not applicable: Information not collected for this case,
,,,,"(If this information is required by your standard setter, use of code X8 may result in an edit error.)",
,,,X9,Not documented in medical record,
,,,,Gleason Score Clinical not assessed or unknown if assessed,
,,,,,
3841,Gleason Score Pathological,Stage/Prognostic Factors,2,Gleason score 2,New
,,,3,Gleason score 3,
,,,4,Gleason score 4,
,,,5,Gleason score 5,
,,,6,Gleason score 6,
,,,7,Gleason score 7,
,,,8,Gleason score 8,
,,,9,Gleason score 9,
,,,10,Gleason score 10,
,,,X7,No prostatectomy done,
,,,X8,Not applicable: Information not collected for this case,
,,,,"(If this information is required by your standard setter, use of code X8 may result in an edit error.)",
,,,X9,Not documented in medical record,
,,,,Gleason Score Pathological not assessed or unknown if assessed,
,,,,,
3842,Gleason Tertiary Pattern,Stage/Prognostic Factors,10,Tertiary pattern 1,New
,,,20,Tertiary pattern 2,
,,,30,Tertiary pattern 3,
,,,40,Tertiary pattern 4,
,,,50,Tertiary pattern 5,
,,,X7,No prostatectomy/autopsy performed,
,,,X8,Not applicable: Information not collected for this case,
,,,,"(If this information is required by your standard setter, use of code X8 may result in an edit error.)",
,,,X9,Not documented in medical record,
,,,,Gleason Tertiary Pattern not assessed or unknown if assessed,
,,,,,
3843,Grade Clinical,Stage/Prognostic Factors,,,New
3844,Grade Pathological,Stage/Prognostic Factors,,,New
3845,Grade Post Therapy,Stage/Prognostic Factors,,,New
3846,hCG Post-Orchiectomy Lab Value,Stage/Prognostic Factors,0,0.0 milli-International Units/milliliter (mIU/mL),New
,,,0.1-99999.9,"0.199,999.9 mIU/mL",
,,,XXXXX.1,"100,000 mIU/mL or greater",
,,,XXXXX.7,"Test ordered, results not in chart",
,,,XXXXX.8,Not applicable: Information not collected for this case,
,,,,"(If this information is required by your standard setter, use of code XXXXX.8 may result in an edit error.)",
,,,XXXXX.9,Not documented in medical record,
,,,,No orchiectomy performed,
,,,,hCG (Human Chorionic Gonadotropin) Post-orchiectomy Lab Value not assessed or unknown if assessed,
,,,,,
3847,hCG Post-Orchiectomy Range,Stage/Prognostic Factors,0,Within normal limits,New
,,,1,"Above normal and less than 5,000 milli-International Units/milliliter (mIU/mL)",
,,,2,"5,000-50,000 mIU/mL",
,,,3,"Greater than 50,000 mIU/mL",
,,,4,Post-orchiectomy human chorionic gonadotropin (hCG) stated to be elevated,
,,,7,"Test ordered, results not in chart",
,,,8,Not applicable: Information not collected for this case,
,,,,"(If this information is required by your standard setter, use of code 8 may result in an edit error.)",
,,,9,Not documented in medical record,
,,,,No orchiectomy performed,
,,,,hCG (Human Chorionic Gonadotropin) Post-orchiectomy Range not assessed or unknown if assessed,
,,,,,
3848,hCG Pre-Orchiectomy Lab Value,Stage/Prognostic Factors,0,0.0 milli-International Units/milliliter (mIU/mL),New
,,,0.1-99999.9,"0.199,999.9 mIU/mL",
,,,XXXXX.1,"100,000 mIU/mL or greater",
,,,XXXXX.7,"Test ordered, results not in chart",
,,,XXXXX.8,Not applicable: Information not collected for this case,
,,,,"(If this information is required by your standard setter, use of code XXXXX.8 may result in an edit error.)",
,,,XXXXX.9,Not documented in medical record,
,,,,hCG (Human Chorionic Gonadotropin) Pre-orchiectomy Lab Value not assessed or unknown if assessed,
,,,,,
3849,hCG Pre-Orchiectomy Range,Stage/Prognostic Factors,0,Within normal limits,New
,,,1,"Above normal and less than 5,000 milli-International Units/milliliter (mIU/mL)",
,,,2,"5,000 - 50,000 mIU/mL",
,,,3,"Greater than 50,000 mIU/mL",
,,,4,Pre-orchiectomy human chorionic gonadotropin (hCG) stated to be elevated,
,,,7,"Test ordered, results not in chart",
,,,8,Not applicable: Information not collected for this case,
,,,,"(If this information is required by your standard setter, use of code 8 may result in an edit error.)",
,,,9,Not documented in medical record,
,,,,hCG pre-orchiectomy range not assessed or unknown if assessed,
,,,,,
3850,HER2 IHC Summary,Stage/Prognostic Factors,0,Negative (Score 0),New
,,,1,Negative (Score 1+),
,,,2,Equivocal (Score 2+),
,,,,Stated as equivocal,
,,,3,Positive (Score 3+),
,,,,Stated as positive,
,,,4,"Stated as negative, but score not stated",
,,,7,"Test ordered, results not in chart",
,,,8,Not applicable: Information not collected for this case,
,,,,"(If this item is required by your standard setter, use of code 8 will result in an edit error.)",
,,,9,Not documented in medical record,
,,,,Cannot be determined (indeterminate),
,,,,HER2 IHC Summary not assessed or unknown if assessed,
,,,,,
3851,HER2 ISH Dual Probe Copy Number,Stage/Prognostic Factors,0.0-99.9,Reported HER2 copy number of 0.0-99.9,New
,,,XX.1,Reported HER2 copy number of 100 or greater,
,,,XX.7,"Test ordered, results not in chart",
,,,XX.8,Not applicable: Information not collected for this case,
,,,,"(If this item is required by your standard setter, use of code XX.8 will result in an edit error.)",
,,,XX.9,Not documented in medical record,
,,,,Cannot be determined (indeterminate),
,,,,HER2 ISH Dual Probe Copy Number not assessed or unknown if assessed,
,,,,,
3852,HER2 ISH Dual Probe Ratio,Stage/Prognostic Factors,0.0-99.9,Ratio of 0.0 to 99.9,New
,,,XX.2,Less than 2.0,
,,,XX.3,Greater than or equal to 2.0,
,,,XX.7,"Test ordered, results not in chart",
,,,XX.8,Not applicable: Information not collected for this case,
,,,,"(If this item is required by your standard setter, use of code XX.8 will result in an edit error.)",
,,,XX.9,Not documented in medical record,
,,,,Results cannot be determined (indeterminate),
,,,,HER2 ISH Dual Probe Ratio not assessed or unknown if assessed,
,,,,,
3853,HER2 ISH Single Probe Copy Number,Stage/Prognostic Factors,0.0-99.9,Reported HER2 copy number of 0.0-99.9,New
,,,XX.1,Reported HER2 copy number of 100 or greater,
,,,XX.7,"Test ordered, results not in chart",
,,,XX.8,Not applicable: Information not collected for this case,
,,,,"(If this item is required by your standard setter, use of code XX.8 will result in an edit error.)",
,,,XX.9,Not documented in medical record,
,,,,Cannot be determined (indeterminate),
,,,,HER2 ISH Single Probe Copy Number not assessed or unknown if assessed,
,,,,,
3854,HER2 ISH Summary,Stage/Prognostic Factors,0,Negative [not amplified],New
,,,2,Equivocal,
,,,3,Positive [amplified],
,,,7,"Test ordered, results not in chart",
,,,8,Not applicable: Information not collected for this case,
,,,,"(If this item is required by your standard setter, use of code 8 will result in an edit error.)",
,,,9,Not documented in medical record,
,,,,Results cannot be determined (indeterminate),
,,,,HER2 ISH Summary not assessed or unknown if assessed,
,,,,,
3855,HER2 Overall Summary,Stage/Prognostic Factors,0,HER2 negative; equivocal,New
,,,1,HER2 positive,
,,,7,"Test ordered, results not in chart",
,,,9,Not documented in medical record,
,,,,Cannot be determined (indeterminate),
,,,,HER2 Overall Summary status not assessed or unknown if assessed,
,,,,,
3856,Heritable Trait,Stage/Prognostic Factors,0,H0: Normal RB1 alleles,New
,,,,No clinical evidence of mutation,
,,,1,H1: RB1 gene mutation OR,
,,,,Clinical evidence of mutation,
,,,7,"Test ordered, results not in chart",
,,,9,HX: Not documented in medical record,
,,,,"Test not done, or unknown if done",
,,,,Insufficient evidence of a constitutional RB1 gene mutation,
,,,,,
3857,High Risk Cytogenetics,Stage/Prognostic Factors,0,High-risk cytogenetics not identified/not present,New
,,,1,High-risk cytogenetics present,
,,,7,"Test ordered, results not in chart",
,,,9,Not documented in medical record,
,,,,High Risk Cytogenetics not assessed or unknown if assessed,
,,,,,
3858,High Risk Histologic Features,Stage/Prognostic Factors,0,No high risk histologic features,New
,,,1,Desmoplasia,
,,,2,Poor differentiation (grade 3),
,,,3,Sarcomatoid differentiation,
,,,4,Undifferentiated (grade 4),
,,,5,Multiple high risk histologic features,
,,,6,"Histologic features, NOS (type of high risk histologic feature not specified)",
,,,8,Not applicable: Information not collected for this case,
,,,,"(If this information is required by your standard setter, use of code 8 may result in an edit error)",
,,,9,Not documented in medical record,
,,,,High risk histologic features not assessed or unknown if assessed,
,,,,,
3859,HIV Status,Stage/Prognostic Factors,0,Not associated with Human Immunodeficiency Virus (HIV)/Acquired Immune Deficiency Syndrome(AIDS),New
,,,,HIV negative,
,,,1,Associated with HIV/AIDS,
,,,,HIV positive,
,,,7,"Test ordered, results not in chart",
,,,8,Not applicable: Information not collected for this case,
,,,,"(If this item is required by your standard setter, use of code 8 will result in an edit error.)",
,,,9,Not documented in medical record,
,,,,HIV status not assessed or unknown if assessed,
,,,,,
3860,International Normalized Ratio Prothrombin Time,Stage/Prognostic Factors,0,0,New
,,,0.1,0.1 or less,
,,,0.2-9.9,0.2 - 9.9,
,,,,(Exact ratio to nearest tenth),
,,,X.1,10 or greater,
,,,X.7,"Test ordered, results not in chart",
,,,X.8,Not applicable: Information not collected for this case,
,,,,"(If this information is required by your standard setter, use of code X.8 may result in an edit error.)",
,,,X.9,Not documented in medical record,
,,,,INR (International Normalized Ratio for Prothrombin Time) not assessed or unknown if assessed,
,,,,,
3861,Ipsilateral Adrenal Gland Involvement,Stage/Prognostic Factors,0,Ipsilateral adrenal gland involvement not present/not identified,New
,,,1,Adrenal gland involvement by direct involvement (contiguous involvement),
,,,2,Adrenal gland involvement by separate nodule (noncontiguous involvement),
,,,3,Combination of code 1-2,
,,,4,"Ipsilateral adrenal gland involvement, unknown if direct involvement or separate nodule",
,,,8,Not applicable: Information not collected for this case,
,,,,"(If this information is required by your standard setter, use of code 8 may result in an edit error.)",
,,,9,Not documented in medical record,
,,,,Ipsilateral adrenal gland not resected,
,,,,Ipsilateral adrenal gland involvement not assessed or unknown if assessed,
,,,,No surgical resection of primary site is performed,
,,,,,
3862,JAK2,Stage/Prognostic Factors,0,JAK2 result stated as negative,New
,,,1,JAK2 positive for mutation V617F WITH or WITHOUT other mutations,
,,,2,JAK2 positive for exon 12 mutation,
,,,3,JAK2 positive for other specified mutation,
,,,4,JAK2 positive for more than one mutation other than V617F,
,,,5,JAK2 positive NOS,
,,,,Specific mutation(s) not stated,
,,,7,"Test ordered, results not in chart",
,,,8,Not applicable: Information not collected for this case,
,,,,"(If this item is required by your standard setter, use of code 8 will result in an edit error.)",
,,,9,Not documented in medical record,
,,,,JAK2 not assessed or unknown if assessed,
,,,,,
3863,Ki-67,Stage/Prognostic Factors,0.0-100.0,0.0 to 100.0 percent positive: enter percent positive,New
,,,XXX.7,"Test done, actual percentage not stated",
,,,XXX.8,Not applicable: Information not collected for this case,
,,,,"(If this item is required by your standard setter, use of code XXX.8 will result in an edit error.)",
,,,XXX.9,Not documented in medical record,
,,,,Ki-67 (MIB-1) not assessed or unknown if assessed,
,,,,,
3864,Invasion Beyond Capsule,Stage/Prognostic Factors,0,Invasion beyond capsule not identified,New
,,,1,Perinephric (beyond renal capsule) fat or tissue,
,,,2,Renal sinus,
,,,3,Gerotas fascia,
,,,4,Any combination of codes 1-3,
,,,5,"Invasion beyond capsule, NOS",
,,,8,Not applicable: Information not collected for this case,
,,,,"(If this information is required by your standard setter, use of code 8 may result in an edit error.)",
,,,9,Not documented in medical record,
,,,,Invasion beyond capsule not assessed or unknown if assessed,
,,,,No surgical resection of primary site is performed,
,,,,,
3865,KIT Gene Immunohistochemistry,Stage/Prognostic Factors,0,KIT negative/normal; within normal limits,New
,,,1,KIT positive,
,,,7,"Test ordered, results not in chart",
,,,8,Not applicable: Information not collected for this case,
,,,,"(If this information is required by your standard setter, use of code 8 may result in an edit error.)",
,,,9,Not documented in medical record,
,,,,Cannot be determined by pathologist,
,,,,KIT not assessed or unknown if assessed,
,,,,,
3866,KRAS,Stage/Prognostic Factors,0,Normal (wild type),New
,,,,Negative for mutations,
,,,1,"Abnormal (mutated) in codon(s) 12, 13 and/or 61",
,,,2,Abnormal (mutated) in codon 146 only,
,,,3,"Abnormal (mutated), but not in codon(s) 12, 13, 61, or 146",
,,,4,"Abnormal (mutated), NOS, codon(s) not specified",
,,,7,"Test ordered, results not in chart",
,,,8,Not applicable: Information not collected for this case,
,,,,"(If this information is required by your standard setter, use of code 8 may result in an edit error.)",
,,,9,Not documented in medical record,
,,,,KRAS not assessed or unknown if assessed,
,,,,,
3867,LDH Post-Orchiectomy Range,Stage/Prognostic Factors,0,Within normal limits,New
,,,1,Less than 1.5 x N,
,,,,(Less than 1.5 times the upper limit of normal for LDH),
,,,2,1.5 to 10 x N,
,,,,(Between 1.5 and 10 times the upper limit of normal for LDH),
,,,3,Greater than 10 x N,
,,,,(Greater than 10 times the upper limit of normal for LDH),
,,,4,Post-Orchiectomy lactate dehydrogenase (LDH) range stated to be elevated,
,,,7,"Test ordered, results not in chart",
,,,8,Not applicable: Information not collected for this case,
,,,,"(If this information is required by your standard setter, use of code 8 may result in an edit error.)",
,,,9,Not documented in medical record,
,,,,No orchiectomy performed,
,,,,LDH (Lactate Dehydrogenase) Post-Orchiectomy Range not assessed or unknown if assessed,
,,,,,
3868,LDH Pre-Orchiectomy Range,Stage/Prognostic Factors,0,Within normal limits,New
,,,1,Less than 1.5 x N,
,,,,(Less than 1.5 times the upper limit of normal for LDH),
,,,2,1.5 to 10 x N,
,,,,(Between 1.5 and 10 times the upper limit of normal for LDH),
,,,3,Greater than 10 x N,
,,,,(Greater than 10 times the upper limit of normal for LDH),
,,,4,Pre-Orchiectomy lactate dehydrogenase (LDH) range stated to be elevated,
,,,7,"Test ordered, results not in chart",
,,,8,Not applicable: Information not collected for this case,
,,,,"(If this information is required by your standard setter, use of code 8 may result in an edit error.)",
,,,9,Not documented in medical record,
,,,,LDH (Lactate Dehydrogenase) Pre-Orchiectomy Range not assessed or unknown if assessed,
,,,,,
3869,LDH Pretreatment Level,Stage/Prognostic Factors,0,Normal LDH level,New
,,,,"Low, below normal",
,,,1,Above normal LDH level; High,
,,,7,"Test ordered, results not in chart",
,,,9,Not documented in medical record,
,,,,LDH (Lactate Dehydrogenase) Pretreatment Level not assessed or unknown if assessed,
,,,,,
3870,LDH Upper Limits of Normal,Stage/Prognostic Factors,001-999,001 - 999 upper limit of normal,New
,,,,(Exact upper limit of normal),
,,,XX8,Not applicable: Information not collected for this case,
,,,,"(If this information is required by your standard setter, use of code XX8 may result in an edit error.)",
,,,XX9,Not documented in medical record,
,,,,LDH Upper Limit not assessed or unknown if assessed,
,,,,,
3871,LN Assessment Method Femoral-Inguinal,Stage/Prognostic Factors,0,"Radiography, imaging",New
,,,,"(Ultrasound (US), computed tomography scan (CT), magnetic resonance imaging (MRI), positron emission tomography scan (PET))",
,,,,,
,,,,Physical exam only,
,,,1,Incisional biopsy; fine needle aspiration (FNA),
,,,2,Lymphadenectomy,
,,,,Excisional biopsy or resection with microscopic confirmation,
,,,7,"Regional lymph node(s) assessed, unknown assessment method",
,,,8,Not applicable: Information not collected for this case,
,,,,"(If this item is required by your standard setter, use of code 8 will result in an edit error.)",
,,,9,Not documented in medical record,
,,,,Regional lymph nodes not assessed or unknown if assessed,
,,,,,
3872,LN Assessment Method Para-Aortic,Stage/Prognostic Factors,0,"Radiography, imaging",New
,,,,"(Ultrasound (US), computed tomography scan (CT), magnetic resonance imaging (MRI), positron emission tomography scan (PET))",
,,,,,
,,,,Physical exam only,
,,,1,Incisional biopsy; fine needle aspiration (FNA),
,,,2,Lymphadenectomy,
,,,,Excisional biopsy or resection with microscopic confirmation,
,,,7,"Regional lymph node(s) assessed, unknown assessment method",
,,,8,Not applicable: Information not collected for this case,
,,,,"(If this item is required by your standard setter, use of code 8 will result in an edit error.)",
,,,9,Not documented in medical record,
,,,,Regional lymph nodes not assessed or unknown if assessed,
,,,,,
3873,LN Assessment Method Pelvic,Stage/Prognostic Factors,0,"Ultrasound (US), computed tomography scan (CT), magnetic resonance imaging (MRI), positron emission tomography scan (PET))",New
,,,,,
,,,,Physical exam only,
,,,1,Incisional biopsy; fine needle aspiration (FNA),
,,,2,Lymphadenectomy,
,,,,Excisional biopsy or resection with microscopic confirmation,
,,,7,"Regional lymph node(s) assessed, unknown assessment method",
,,,8,Not applicable: Information not collected for this case,
,,,,"(If this item is required by your standard setter, use of code 8 will result in an edit error.)",
,,,9,Not documented in medical record,
,,,,Regional lymph nodes not assessed or unknown if assessed,
,,,,,
3874,LN Distant Assessment Method,Stage/Prognostic Factors,0,"Radiography, imaging",New
,,,,"(Ultrasound (US), computed tomography scan (CT), magnetic resonance imaging (MRI), positron emission tomography scan (PET))",
,,,,,
,,,,Physical exam only,
,,,1,Incisional biopsy; fine needle aspiration (FNA),
,,,2,Lymphadenectomy,
,,,,Excisional biopsy or resection with microscopic confirmation,
,,,7,"Distant lymph node(s) assessed, unknown assessment method",
,,,8,Not applicable: Information not collected for this case,
,,,,"(If this item is required by your standard setter, use of code 8 will result in an edit error.)",
,,,9,Not documented in medical record,
,,,,Distant lymph nodes not assessed or unknown if assessed,
,,,,,
3875,"LN Distant: Mediastinal, Scalene",Stage/Prognostic Factors,0,Negative mediastinal and scalene lymph nodes,New
,,,1,Positive mediastinal lymph nodes,
,,,2,Positive scalene lymph nodes,
,,,3,Positive mediastinal and scalene lymph nodes,
,,,8,Not applicable: Information not collected for this case,
,,,,"(If this item is required by your standard setter, use of code 8 will result in an edit error.)",
,,,9,Not documented in medical record,
,,,,Mediastinal and scalene lymph nodes not assessed or unknown if assessed,
,,,,,
3876,LN Head and Neck Levels I-III,Stage/Prognostic Factors,0,"No involvement in Levels I, II, or III lymph nodes",New
,,,1,Level I lymph node(s) involved,
,,,2,Level II lymph node(s) involved,
,,,3,Level III lymph node(s) involved,
,,,4,Levels I and II lymph nodes involved,
,,,5,Levels I and III lymph nodes involved,
,,,6,Levels II and III lymph nodes involved,
,,,7,"Levels I, II and III lymph nodes involved",
,,,8,Not applicable: Information not collected for this case,
,,,,"(If this item is required by your standard setter, use of code 8 will result in an edit error)",
,,,9,Not documented in medical record,
,,,,"Positive nodes, but level of positive node(s) unknown",
,,,,"Lymph node levels I-III not assessed, or unknown if assessed",
,,,,,
3877,LN Head and Neck Levels IV-V,Stage/Prognostic Factors,0,No involvement in Levels IV or V lymph nodes,New
,,,1,Level IV lymph node(s) involved,
,,,2,Level V lymph node(s) involved,
,,,3,Levels IV and V lymph node(s) involved,
,,,8,Not applicable: Information not collected for this case,
,,,,"(If this item is required by your standard setter, use of code 8 will result in an edit error)",
,,,9,Not documented in medical record,
,,,,"Positive nodes, but level of positive node(s) unknown",
,,,,"Lymph node levels IV-V not assessed, or unknown if assessed",
,,,,,
3878,LN Head and Neck Levels VI-VII,Stage/Prognostic Factors,0,No involvement in Levels VI or VII lymph nodes,New
,,,1,Level VI lymph node(s) involved,
,,,2,Level VII lymph node(s) involved,
,,,3,Levels VI and VII lymph node(s) involved,
,,,8,Not applicable: Information not collected for this case,
,,,,"(If this item is required by your standard setter, use of code 8 will result in an edit error)",
,,,9,Not documented in medical record,
,,,,"Positive nodes, but level of positive node(s) unknown",
,,,,"Lymph nodes levels VI-VII not assessed, or unknown if assessed",
,,,,,
3879,LN Head and Neck Other,Stage/Prognostic Factors,0,No involvement in other head and neck lymph node regions,New
,,,1,Buccinator (facial) lymph node(s) involved,
,,,2,Parapharyngeal lymph node(s) involved,
,,,3,Periparotid and intraparotid lymph node(s) involved,
,,,4,Preauricular lymph node(s) involved,
,,,5,Retropharyngeal lymph node(s) involved,
,,,6,Suboccipital/retroauricular lymph node(s) involved,
,,,7,Any combination of codes 1-6,
,,,8,Not applicable: Information not collected for this case,
,,,,"(If this item is required by your standard setter, use of code 8 will result in an edit error.)",
,,,9,Not documented in medical record,
,,,,"Positive nodes, but level of positive node(s) unknown",
,,,,"Other Head and Neck lymph nodes not assessed, or unknown if assessed",
,,,,,
3880,LN Isolated Tumor Cells (ITC),Stage/Prognostic Factors,0,Regional lymph nodes negative for ITCs,New
,,,1,Regional lymph nodes positive for ITCs,
,,,,(Tumor cell clusters not greater than 0.2 millimeter (mm)),
,,,8,Not applicable: Information not collected for this case,
,,,,"(If this information is required by your standard setter, use of code 8 may result in an edit error.)",
,,,9,Not documented in medical record,
,,,,ITCs not assessed or unknown if assessed,
,,,,,
3881,LN Laterality,Stage/Prognostic Factors,0,No regional lymph node involvement,New
,,,1,Unilateral - all positive regional nodes with same laterality OR only one regional node positive,
,,,2,Bilateral - positive bilateral regional lymph nodes,
,,,3,Laterality unknown - positive regional lymph nodes with unknown laterality,
,,,8,Not applicable: Information not collected for this case,
,,,,"(If this information is required by your standard setter, use of code 8 may result in an edit error.)",
,,,9,Not documented in medical record,
,,,,Lymph node laterality not assessed or unknown if assessed,
,,,,,
3882,LN Positive Axillary Level I-II,Stage/Prognostic Factors,0,All ipsilateral axillary nodes examined negative,New
,,,36161,1 - 99 nodes positive,
,,,,(Exact number of nodes positive),
,,,X1,100 or more nodes positive,
,,,X5,"Positive nodes, number unspecified",
,,,X6,Positive aspiration or needle core biopsy of lymph node(s),
,,,X8,Not applicable: Information not collected for this case,
,,,,"(If this item is required by your standard setter, use of code X8 will result in an edit error.)",
,,,X9,Not documented in medical record,
,,,,Level I-II axillary nodes not assessed or unknown if assessed,
,,,,,
3883,LN Size,Stage/Prognostic Factors,0,No involved regional nodes,New
,,,0.1-99.9,0.199.9 millimeters (mm),
,,,,(Exact size of lymph node to nearest tenth of a mm),
,,,XX.1,100 millimeters (mm) or greater,
,,,XX.2,Microscopic focus or foci only and no size of focus given,
,,,XX.3,"Described as ""less than 1 centimeter (cm)""",
,,,XX.4,"Described as ""at least"" 2 cm",
,,,XX.5,"Described as ""at least"" 3 cm",
,,,XX.6,"Described as ""at least"" 4 cm",
,,,XX.7,Described as greater than 5 cm,
,,,XX.8,Not applicable: Information not collected for this case,
,,,,"(If this item is required by your standard setter, use of code XX.8 will result in an edit error)",
,,,XX.9,Not documented in medical record,
,,,,"Regional lymph node(s) involved, size not stated",
,,,,"Lymph Nodes Size not assessed, or unknown if assessed",
,,,,,
3884,"LN Status Femoral-Inguinal, Para-Aortic, Pelvic",Stage/Prognostic Factors,0,"Negative femoral-inguinal, para-aortic and pelvic lymph nodes",New
,,,1,Positive femoral-inguinal lymph nodes,
,,,2,Positive para-aortic lymph nodes,
,,,3,Positive pelvic lymph nodes,
,,,4,Positive femoral-inguinal and para-aortic lymph nodes,
,,,5,Positive femoral-inguinal and pelvic lymph nodes,
,,,6,Positive para-aortic and pelvic lymph nodes,
,,,7,"Positive para-aortic, pelvic, and femoral-inguinal lymph nodes",
,,,8,Not applicable: Information not collected for this case,
,,,,"(If this information is required by your standard setter, use of code 8 may result in an edit error.)",
,,,9,Not documented in medical record,
,,,,"Femoral-Inguinal, Para-aortic and Pelvic lymph nodes not assessed or unknown if assessed",
,,,,,
3885,Lymphocytosis,Stage/Prognostic Factors,0,Lymphocytosis not present,New
,,,,"Absolute lymphocyte count = 5,000 cells/ åµL",
,,,1,Lymphocytosis present,
,,,,"Absolute lymphocyte count > 5,000 cells/åµL",
,,,6,"Lab value unknown, physician states lymphocytosis is present",
,,,7,"Test ordered, results not in chart",
,,,9,Not documented in medical record,
,,,,Lymphocytosis not assessed or unknown if assessed,
,,,,,
3886,Major Vein Involvement,Stage/Prognostic Factors,0,Major vein involvement not present/not identified,New
,,,1,Renal vein or its segmental branches,
,,,2,Inferior vena cava (IVC),
,,,3,"Major vein invasion, NOS",
,,,4,Any combination of codes 1-3,
,,,8,Not applicable: Information not collected for this case,
,,,,"(If this information is required by your standard setter, use of code 8 may result in an edit error.)",
,,,9,Not documented in medical record,
,,,,Vein involvement not assessed or unknown if assessed No surgical resection of primary site is performed,
,,,,,
3887,Measured Basal Diameter,Stage/Prognostic Factors,0,No mass/tumor found,New
,,,0.1-99.9,0.199.9 millimeters (mm),
,,,,(Exact measurement to nearest tenth of mm),
,,,XX.0,100 millimeters (mm) or larger,
,,,XX.1,"Described as ""less than 3 mm""",
,,,XX.2,Described as at least 3 mm,
,,,XX.3,Described as at least 6 mm,
,,,XX.4,Described as at least 9 mm,
,,,XX.5,Described as at least 12 mm,
,,,XX.6,Described as at least 15 mm,
,,,XX.8,Not applicable: Information not collected for this case,
,,,,"(If this information is required by your standard setter, use of code XX.8 may result in an edit error.)",
,,,XX.9,Not documented in medical record,
,,,,Cannot be determined by pathologist,
,,,,Measured Basal Diameter not assessed or unknown if assessed,
,,,,,
3888,Measured Thickness,Stage/Prognostic Factors,0,No mass/tumor found,New
,,,0.1-99.9,0.199.9 millimeters (mm),
,,,,(Exact measurement to nearest tenth of mm),
,,,XX.0,100 millimeters (mm) or larger,
,,,XX.1,"Described as ""less than 3 mm""",
,,,XX.2,"Described as ""at least"" 3 mm",
,,,XX.3,"Described as ""at least"" 6 mm",
,,,XX.4,"Described as ""at least"" 9 mm",
,,,XX.5,"Described as ""at least"" 12 mm",
,,,XX.6,"Described as ""greater than"" 15 mm",
,,,XX.8,Not applicable: Information not collected for this case,
,,,,"(If this information is required by your standard setter, use of code XX.8 may result in an edit error.)",
,,,XX.9,Not documented in medical record,
,,,,Cannot be determined,
,,,,Measured Thickness not assessed or unknown if assessed,
,,,,,
3889,Methylation of O6-Methylguanine-Methyltransferase,Stage/Prognostic Factors,0,"MGMT methylation absent/not present, unmethylated MGMT",New
,,,1,"MGMT methylation present, low level",
,,,,Hypomethylated,
,,,,Partial methylated,
,,,2,"MGMT methylation present, high level",
,,,,Hypermethylated,
,,,3,"MGMT Methylation present, level unspecified",
,,,6,Benign or borderline tumor,
,,,7,"Test ordered, results not in chart",
,,,8,Not applicable: Information not collected for this case,
,,,,"(If this item is required by your standard setter, use of code 8 will result in an edit error.)",
,,,9,Not documented in patient record,
,,,,Cannot be determined by the pathologist,
,,,,MGMT not assessed or unknown if assessed,
,,,,,
3890,Microsatellite Instability (MSI),Stage/Prognostic Factors,0,"Microsatellite instability (MSI) stable; microsatellite stable (MSS); negative, NOS",New
,,,,AND/OR,
,,,,"Mismatch repair (MMR) intact, no loss of nuclear expression of MMR proteins",
,,,1,MSI unstable low (MSI-L),
,,,2,MSI unstable high (MSI-H),
,,,,AND/OR,
,,,,"MMR-D (loss of nuclear expression of one or more MMR proteins, MMR protein deficient)",
