mapping notes,item_number,section,naaccr_variable_code,naaccr_variable_name,Cancer Modifier Mapping,Map Measurement? (assumes Value) ,Maps To,new_concept,Athena URL,Already Done/,naaccr_variable_domain,concept_class_id,naaccr_variable_standard_concept,naaccr_item_start_date,naaccr_item_end_date,naaccr_item_400_parent,naaccr_item_522_parent,naaccr_variable_date,naaccr_variable_parent,naaccr_value_code,naaccr_value_name,naaccr_variable_domain-2,concept_class_id-2,naaccr_value_standard_concept
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36769737,,https://athena.ohdsi.org/search-terms/terms/36769737,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,soft_tissue_head_neck@3844@D,"Undifferentiated, anaplastic",Meas Value,NAACCR Value,S
concept granularity lost,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36768162,,https://athena.ohdsi.org/search-terms/terms/36768162,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,soft_tissue_other@3844@1,"G1: Sum of differentiation score, mitotic count score and necrosis score equals 2 or 3",Meas Value,NAACCR Value,S
concept granularity lost,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36770626,,https://athena.ohdsi.org/search-terms/terms/36770626,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,soft_tissue_other@3844@2,"G2: Sum of differentiation score, mitotic count score and necrosis score of 4 or 5",Meas Value,NAACCR Value,S
concept granularity lost,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36769666,,https://athena.ohdsi.org/search-terms/terms/36769666,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,soft_tissue_other@3844@3,"G3: Sum of differentiation score, mitotic count score and necrosis score of 6, 7, or 8",Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,0,,https://athena.ohdsi.org/search-terms/terms/0,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,soft_tissue_other@3844@9,Grade cannot be assessed (GX); Unknown,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36768162,,https://athena.ohdsi.org/search-terms/terms/36768162,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,soft_tissue_other@3844@A,Well differentiated,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36770626,,https://athena.ohdsi.org/search-terms/terms/36770626,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,soft_tissue_other@3844@B,Moderately differentiated,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36769666,,https://athena.ohdsi.org/search-terms/terms/36769666,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,soft_tissue_other@3844@C,Poorly differentiated,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36769737,,https://athena.ohdsi.org/search-terms/terms/36769737,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,soft_tissue_other@3844@D,"Undifferentiated, anaplastic",Meas Value,NAACCR Value,S
concept granularity lost,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36768162,,https://athena.ohdsi.org/search-terms/terms/36768162,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,soft_tissue_trunk_extremities@3844@1,"G1: Sum of differentiation score, mitotic count score and necrosis score equals 2 or 3",Meas Value,NAACCR Value,S
concept granularity lost,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36770626,,https://athena.ohdsi.org/search-terms/terms/36770626,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,soft_tissue_trunk_extremities@3844@2,"G2: Sum of differentiation score, mitotic count score and necrosis score of 4 or 5",Meas Value,NAACCR Value,S
concept granularity lost,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36769666,,https://athena.ohdsi.org/search-terms/terms/36769666,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,soft_tissue_trunk_extremities@3844@3,"G3: Sum of differentiation score, mitotic count score and necrosis score of 6, 7, or 8",Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,0,,https://athena.ohdsi.org/search-terms/terms/0,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,soft_tissue_trunk_extremities@3844@9,Grade cannot be assessed (GX); Unknown,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36768162,,https://athena.ohdsi.org/search-terms/terms/36768162,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,soft_tissue_trunk_extremities@3844@A,Well differentiated,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36770626,,https://athena.ohdsi.org/search-terms/terms/36770626,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,soft_tissue_trunk_extremities@3844@B,Moderately differentiated,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36769666,,https://athena.ohdsi.org/search-terms/terms/36769666,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,soft_tissue_trunk_extremities@3844@C,Poorly differentiated,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36769737,,https://athena.ohdsi.org/search-terms/terms/36769737,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,soft_tissue_trunk_extremities@3844@D,"Undifferentiated, anaplastic",Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36768162,,https://athena.ohdsi.org/search-terms/terms/36768162,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,stomach@3844@1,G1: Well differentiated,Meas Value,NAACCR Value,S
concept granularity lost,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36770626,,https://athena.ohdsi.org/search-terms/terms/36770626,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,stomach@3844@2,G2: Moderately differentiated,Meas Value,NAACCR Value,S
concept granularity lost,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36769666,,https://athena.ohdsi.org/search-terms/terms/36769666,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,stomach@3844@3,"G3: Poorly differentiated, undifferentiated",Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,0,,https://athena.ohdsi.org/search-terms/terms/0,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,stomach@3844@9,Grade cannot be assessed (GX); Unknown,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,0,,https://athena.ohdsi.org/search-terms/terms/0,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,testis@3844@9,Grade cannot be assessed; Unknown,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36768162,,https://athena.ohdsi.org/search-terms/terms/36768162,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,testis@3844@A,Well differentiated,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36770626,,https://athena.ohdsi.org/search-terms/terms/36770626,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,testis@3844@B,Moderately differentiated,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36769666,,https://athena.ohdsi.org/search-terms/terms/36769666,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,testis@3844@C,Poorly differentiated,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36769737,,https://athena.ohdsi.org/search-terms/terms/36769737,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,testis@3844@D,"Undifferentiated, anaplastic",Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,0,,https://athena.ohdsi.org/search-terms/terms/0,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,thymus@3844@9,Grade cannot be assessed; Unknown,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36768162,,https://athena.ohdsi.org/search-terms/terms/36768162,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,thymus@3844@A,Well differentiated,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36770626,,https://athena.ohdsi.org/search-terms/terms/36770626,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,thymus@3844@B,Moderately differentiated,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36769666,,https://athena.ohdsi.org/search-terms/terms/36769666,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,thymus@3844@C,Poorly differentiated,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36769737,,https://athena.ohdsi.org/search-terms/terms/36769737,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,thymus@3844@D,"Undifferentiated, anaplastic",Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,0,,https://athena.ohdsi.org/search-terms/terms/0,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,thyroid@3844@9,Grade cannot be assessed; Unknown,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36768162,,https://athena.ohdsi.org/search-terms/terms/36768162,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,thyroid@3844@A,Well differentiated,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36770626,,https://athena.ohdsi.org/search-terms/terms/36770626,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,thyroid@3844@B,Moderately differentiated,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36769666,,https://athena.ohdsi.org/search-terms/terms/36769666,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,thyroid@3844@C,Poorly differentiated,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36769737,,https://athena.ohdsi.org/search-terms/terms/36769737,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,thyroid@3844@D,"Undifferentiated, anaplastic",Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,0,,https://athena.ohdsi.org/search-terms/terms/0,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,thyroid_medullary@3844@9,Grade cannot be assessed; Unknown,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36768162,,https://athena.ohdsi.org/search-terms/terms/36768162,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,thyroid_medullary@3844@A,Well differentiated,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36770626,,https://athena.ohdsi.org/search-terms/terms/36770626,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,thyroid_medullary@3844@B,Moderately differentiated,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36769666,,https://athena.ohdsi.org/search-terms/terms/36769666,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,thyroid_medullary@3844@C,Poorly differentiated,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36769737,,https://athena.ohdsi.org/search-terms/terms/36769737,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,thyroid_medullary@3844@D,"Undifferentiated, anaplastic",Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36768162,,https://athena.ohdsi.org/search-terms/terms/36768162,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,tongue_anterior@3844@1,G1: Well differentiated,Meas Value,NAACCR Value,S
concept granularity lost,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36770626,,https://athena.ohdsi.org/search-terms/terms/36770626,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,tongue_anterior@3844@2,G2: Moderately differentiated,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36769666,,https://athena.ohdsi.org/search-terms/terms/36769666,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,tongue_anterior@3844@3,G3: Poorly differentiated,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,0,,https://athena.ohdsi.org/search-terms/terms/0,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,tongue_anterior@3844@9,Grade cannot be assessed (GX); Unknown,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,0,,https://athena.ohdsi.org/search-terms/terms/0,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,trachea@3844@9,Grade cannot be assessed; Unknown,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36768162,,https://athena.ohdsi.org/search-terms/terms/36768162,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,trachea@3844@A,Well differentiated,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36770626,,https://athena.ohdsi.org/search-terms/terms/36770626,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,trachea@3844@B,Moderately differentiated,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36769666,,https://athena.ohdsi.org/search-terms/terms/36769666,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,trachea@3844@C,Poorly differentiated,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36769737,,https://athena.ohdsi.org/search-terms/terms/36769737,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,trachea@3844@D,"Undifferentiated, anaplastic",Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36768162,,https://athena.ohdsi.org/search-terms/terms/36768162,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,urethra@3844@1,G1: Well differentiated,Meas Value,NAACCR Value,S
concept granularity lost,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36770626,,https://athena.ohdsi.org/search-terms/terms/36770626,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,urethra@3844@2,G2: Moderately differentiated,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36769666,,https://athena.ohdsi.org/search-terms/terms/36769666,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,urethra@3844@3,G3: Poorly differentiated,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,0,,https://athena.ohdsi.org/search-terms/terms/0,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,urethra@3844@9,Grade cannot be assessed (GX); Unknown,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,1635587,,https://athena.ohdsi.org/search-terms/terms/1635587,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,urethra@3844@H,HG: High-grade,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,1634085,,https://athena.ohdsi.org/search-terms/terms/1634085,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,urethra@3844@L,LG: Low-grade,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36768162,,https://athena.ohdsi.org/search-terms/terms/36768162,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,urethra_prostatic@3844@1,G1: Well differentiated,Meas Value,NAACCR Value,S
concept granularity lost,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36770626,,https://athena.ohdsi.org/search-terms/terms/36770626,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,urethra_prostatic@3844@2,G2: Moderately differentiated,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36769666,,https://athena.ohdsi.org/search-terms/terms/36769666,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,urethra_prostatic@3844@3,G3: Poorly differentiated,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,0,,https://athena.ohdsi.org/search-terms/terms/0,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,urethra_prostatic@3844@9,Grade cannot be assessed (GX); Unknown,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,1635587,,https://athena.ohdsi.org/search-terms/terms/1635587,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,urethra_prostatic@3844@H,HG: High-grade,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,1634085,,https://athena.ohdsi.org/search-terms/terms/1634085,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,urethra_prostatic@3844@L,LG: Low-grade,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,0,,https://athena.ohdsi.org/search-terms/terms/0,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,urinary_other@3844@9,Grade cannot be assessed; Unknown,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36768162,,https://athena.ohdsi.org/search-terms/terms/36768162,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,urinary_other@3844@A,Well differentiated,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36770626,,https://athena.ohdsi.org/search-terms/terms/36770626,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,urinary_other@3844@B,Moderately differentiated,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36769666,,https://athena.ohdsi.org/search-terms/terms/36769666,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,urinary_other@3844@C,Poorly differentiated,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36769737,,https://athena.ohdsi.org/search-terms/terms/36769737,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,urinary_other@3844@D,"Undifferentiated, anaplastic",Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36768162,,https://athena.ohdsi.org/search-terms/terms/36768162,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,vagina@3844@1,G1: Well differentiated,Meas Value,NAACCR Value,S
concept granularity lost,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36770626,,https://athena.ohdsi.org/search-terms/terms/36770626,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,vagina@3844@2,G2: Moderately differentiated,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36769666,,https://athena.ohdsi.org/search-terms/terms/36769666,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,vagina@3844@3,G3: Poorly differentiated,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,0,,https://athena.ohdsi.org/search-terms/terms/0,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,vagina@3844@9,Grade cannot be assessed (GX); Unknown,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36768162,,https://athena.ohdsi.org/search-terms/terms/36768162,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,vulva@3844@1,G1: Well differentiated,Meas Value,NAACCR Value,S
concept granularity lost,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36770626,,https://athena.ohdsi.org/search-terms/terms/36770626,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,vulva@3844@2,G2: Moderately differentiated,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,36769666,,https://athena.ohdsi.org/search-terms/terms/36769666,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,vulva@3844@3,G3: Poorly differentiated,Meas Value,NAACCR Value,S
,3844,Stage/Prognostic Factors,3844,Grade Pathological,Cancer Modifier: Grade?,,0,,https://athena.ohdsi.org/search-terms/terms/0,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,vulva@3844@9,Grade cannot be assessed (GX); Unknown,Meas Value,NAACCR Value,S
,3845,Stage/Prognostic Factors,3845,Grade Post Therapy,Cancer Modifier: Grade?,,0,,https://athena.ohdsi.org/search-terms/terms/0,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,adnexa_uterine_other@3845@9,Grade cannot be assessed; Unknown,Meas Value,NAACCR Value,S
,3845,Stage/Prognostic Factors,3845,Grade Post Therapy,Cancer Modifier: Grade?,,36768162,,https://athena.ohdsi.org/search-terms/terms/36768162,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,adnexa_uterine_other@3845@A,Well differentiated,Meas Value,NAACCR Value,S
,3845,Stage/Prognostic Factors,3845,Grade Post Therapy,Cancer Modifier: Grade?,,36770626,,https://athena.ohdsi.org/search-terms/terms/36770626,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,adnexa_uterine_other@3845@B,Moderately differentiated,Meas Value,NAACCR Value,S
,3845,Stage/Prognostic Factors,3845,Grade Post Therapy,Cancer Modifier: Grade?,,36769666,,https://athena.ohdsi.org/search-terms/terms/36769666,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,adnexa_uterine_other@3845@C,Poorly differentiated,Meas Value,NAACCR Value,S
,3845,Stage/Prognostic Factors,3845,Grade Post Therapy,Cancer Modifier: Grade?,,36769737,,https://athena.ohdsi.org/search-terms/terms/36769737,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,adnexa_uterine_other@3845@D,"Undifferentiated, anaplastic",Meas Value,NAACCR Value,S
,3845,Stage/Prognostic Factors,3845,Grade Post Therapy,Cancer Modifier: Grade?,,0,,https://athena.ohdsi.org/search-terms/terms/0,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,adrenal_gland@3845@9,Grade cannot be assessed (GX); Unknown,Meas Value,NAACCR Value,S
,3845,Stage/Prognostic Factors,3845,Grade Post Therapy,Cancer Modifier: Grade?,,36768162,,https://athena.ohdsi.org/search-terms/terms/36768162,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,adrenal_gland@3845@A,Well differentiated,Meas Value,NAACCR Value,S
,3845,Stage/Prognostic Factors,3845,Grade Post Therapy,Cancer Modifier: Grade?,,36770626,,https://athena.ohdsi.org/search-terms/terms/36770626,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,adrenal_gland@3845@B,Moderately differentiated,Meas Value,NAACCR Value,S
,3845,Stage/Prognostic Factors,3845,Grade Post Therapy,Cancer Modifier: Grade?,,36769666,,https://athena.ohdsi.org/search-terms/terms/36769666,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,adrenal_gland@3845@C,Poorly differentiated,Meas Value,NAACCR Value,S
,3845,Stage/Prognostic Factors,3845,Grade Post Therapy,Cancer Modifier: Grade?,,36769737,,https://athena.ohdsi.org/search-terms/terms/36769737,,Measurement,NAACCR Variable,S,390:Date of Diagnosis,,400:Primary Site,522:Histology,,,adrenal_gland@3845@D,"Undifferentiated, anaplastic",Meas Value,NAACCR Value,S
